Time,Var,Value,EPU
W_201734,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.004310028,GB
W_201734,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.04181943,MAB
W_201735,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.009367695,GOM
W_201735,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.008175987,GB
W_201735,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.01846484,MAB
W_201736,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.01639178,GOM
W_201736,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.004257326,GB
W_201736,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.02965555,MAB
W_201737,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,7.52E-05,GOM
W_201737,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.00242592,GB
W_201737,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.01091115,MAB
W_201738,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.01187896,GOM
W_201738,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.006599212,GB
W_201738,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.01890166,MAB
W_201739,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.00197861,GOM
W_201739,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.000131015,GB
W_201739,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.03186133,MAB
W_201740,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.004158536,GOM
W_201740,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.000272292,GB
W_201740,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.02130228,MAB
W_201741,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.004082363,GOM
W_201741,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.001118046,GB
W_201741,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.001928699,MAB
W_201742,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.00897233,GOM
W_201742,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.008542796,GB
W_201742,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.002843391,MAB
W_201743,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.006718251,GOM
W_201743,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.000982588,GB
W_201743,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.009498243,MAB
W_201744,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.032462,GOM
W_201744,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.01379176,GB
W_201744,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.0107401,MAB
W_201745,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.02995016,GOM
W_201745,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.009127447,GB
W_201745,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.009267122,MAB
W_201746,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.02067786,GOM
W_201746,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.008810232,GB
W_201746,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.006483619,MAB
W_201747,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.00970897,GOM
W_201747,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.0122837,GB
W_201747,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.008171353,MAB
W_201748,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.01397242,GOM
W_201748,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.0220009,GB
W_201748,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.004869803,MAB
W_201749,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.03479422,GOM
W_201749,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.02238245,GB
W_201749,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.004229436,MAB
W_201750,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.002908539,GOM
W_201750,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.009943794,GB
W_201750,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.0102032,MAB
W_201751,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.006092816,GOM
W_201751,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.008675787,GB
W_201751,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.00082156,MAB
W_201752,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.01598105,GOM
W_201752,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.008725081,GB
W_201752,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.004212348,MAB
W_201801,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.01019685,GOM
W_201801,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.003503275,GB
W_201801,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.008536182,MAB
W_201802,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.003197985,GOM
W_201802,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.00390271,GB
W_201802,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.000749458,MAB
W_201803,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.002787217,GOM
W_201803,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.001203608,GB
W_201803,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.004690343,MAB
W_201804,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.008022401,GOM
W_201804,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.009447056,GB
W_201804,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.01129645,MAB
W_201805,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.01598415,GOM
W_201805,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.01365744,GB
W_201805,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.01336661,MAB
W_201806,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.01493798,GOM
W_201806,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.009628842,GB
W_201806,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.01552548,MAB
W_201807,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.002959889,GOM
W_201807,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.004301587,GB
W_201807,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.008038656,MAB
W_201808,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.01045361,GOM
W_201808,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.004497562,GB
W_201808,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.006093157,MAB
W_201809,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.0153371,GOM
W_201809,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.00472543,GB
W_201809,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.005155395,MAB
W_201810,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.0101898,GOM
W_201810,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.000551977,GB
W_201810,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.02270099,MAB
W_201811,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.003977956,GOM
W_201811,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.007678891,GB
W_201811,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.01699949,MAB
W_201812,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.002135425,GOM
W_201812,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.0073456,GB
W_201812,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.001491154,MAB
W_201813,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.008882426,GOM
W_201813,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.008856321,GB
W_201813,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.01177657,MAB
W_201814,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.03287297,GOM
W_201814,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.009023071,GB
W_201814,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.01232611,MAB
W_201815,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.02481542,GOM
W_201815,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.003784128,GB
W_201815,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.008442292,MAB
W_201816,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.01979675,GOM
W_201816,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.002371449,GB
W_201816,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.01012915,MAB
W_201817,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.001301799,GOM
W_201817,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.01407334,GB
W_201817,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.00346201,MAB
W_201818,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.02844675,GOM
W_201818,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.02132829,GB
W_201818,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.002165817,MAB
W_201819,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.02040463,GOM
W_201819,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.01329003,GB
W_201819,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.004310327,MAB
W_201820,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.01702055,GOM
W_201820,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.0184102,GB
W_201820,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.01073169,MAB
W_201821,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.01382969,GOM
W_201821,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.008373572,GB
W_201821,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.01122691,MAB
W_201822,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.005071231,GOM
W_201822,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.000980138,GB
W_201822,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.01761244,MAB
W_201823,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.003044024,GOM
W_201823,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.007993712,GB
W_201823,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.009128895,MAB
W_201824,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.005725533,GOM
W_201824,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.001755767,GB
W_201824,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.01075713,MAB
W_201825,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.000834815,GOM
W_201825,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.006149446,GB
W_201825,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.007844948,MAB
W_201826,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.00355219,GOM
W_201826,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.005226873,GB
W_201826,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.001006719,MAB
W_201827,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.01299949,GOM
W_201827,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.01299116,GB
W_201827,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.004502595,MAB
W_201828,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.005135112,GOM
W_201828,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.007378991,GB
W_201828,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.0114094,MAB
W_201829,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.00369808,GOM
W_201829,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.01063456,GB
W_201829,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.001110657,MAB
W_201830,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.01908423,GOM
W_201830,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.005377206,GB
W_201830,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.005425684,MAB
W_201831,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.01846078,GOM
W_201831,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.001223161,GB
W_201831,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.000980436,MAB
W_201832,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.02486815,GOM
W_201832,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.0175405,GB
W_201832,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.006645401,MAB
W_201833,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.03427483,GOM
W_201833,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.01523501,GB
W_201833,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.01397218,MAB
W_201834,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.03304432,GOM
W_201834,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.02105208,GB
W_201834,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.01711472,MAB
W_201835,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.04935661,GOM
W_201835,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.01852055,GB
W_201835,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.01709544,MAB
W_201836,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.0622127,GOM
W_201836,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.0288629,GB
W_201836,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.02682661,MAB
W_201837,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.03602705,GOM
W_201837,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.02495055,GB
W_201837,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.01288987,MAB
W_201838,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.03003391,GOM
W_201838,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.01833151,GB
W_201838,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.0221901,MAB
W_201839,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.02258312,GOM
W_201839,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.01060676,GB
W_201839,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.01146689,MAB
W_201840,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.01387115,GOM
W_201840,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.01444802,GB
W_201840,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.01538644,MAB
W_201841,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.01500773,GOM
W_201841,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.01299584,GB
W_201841,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.02407448,MAB
W_201842,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.002307344,GOM
W_201842,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.01533599,GB
W_201842,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.01434803,MAB
W_201843,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.002139422,GOM
W_201843,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.02117473,GB
W_201843,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.01370359,MAB
W_201844,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.004389931,GOM
W_201844,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.01281104,GB
W_201844,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.01709525,MAB
W_201845,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.009601965,GOM
W_201845,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.0236681,GB
W_201845,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.01742763,MAB
W_201846,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.01115763,GOM
W_201846,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.02525017,GB
W_201846,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.01946311,MAB
W_201847,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.003111668,GOM
W_201847,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.0151283,GB
W_201847,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.01659959,MAB
W_201848,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.009823336,GOM
W_201848,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.008961922,GB
W_201848,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.02056842,MAB
W_201849,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.01731038,GOM
W_201849,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.01444264,GB
W_201849,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.02284246,MAB
W_201850,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.02976967,GOM
W_201850,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.0206535,GB
W_201850,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.02280031,MAB
W_201851,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.04922304,GOM
W_201851,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.03028095,GB
W_201851,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.02155501,MAB
W_201852,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.02946999,GOM
W_201852,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.03287359,GB
W_201852,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.01831752,MAB
W_201901,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.01151947,GOM
W_201901,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.02131537,GB
W_201901,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.02066069,MAB
W_201902,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.0119551,GOM
W_201902,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.01061177,GB
W_201902,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.02559186,MAB
W_201903,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.01466034,GOM
W_201903,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.01042752,GB
W_201903,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.01574876,MAB
W_201904,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.006552179,GOM
W_201904,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.01688349,GB
W_201904,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.01599493,MAB
W_201905,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.001301862,GOM
W_201905,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.002091134,GB
W_201905,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.01406314,MAB
W_201906,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.001851748,GOM
W_201906,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.001407834,GB
W_201906,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.005013512,MAB
W_201907,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.00039905,GOM
W_201907,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.007260695,GB
W_201907,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.001623566,MAB
W_201908,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.00305024,GOM
W_201908,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.002931115,GB
W_201908,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.006611962,MAB
W_201909,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.00962881,GOM
W_201909,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.01139422,GB
W_201909,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.00688404,MAB
W_201910,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.007141849,GOM
W_201910,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.00766882,GB
W_201910,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.000263837,MAB
W_201911,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.008263664,GOM
W_201911,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.005349692,GB
W_201911,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.009545008,MAB
W_201912,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.01135295,GOM
W_201912,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.003796087,GB
W_201912,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.01066391,MAB
W_201913,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.01580735,GOM
W_201913,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.01097551,GB
W_201913,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.01445892,MAB
W_201914,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.02352745,GOM
W_201914,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.003949511,GB
W_201914,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.01530301,MAB
W_201915,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.0364771,GOM
W_201915,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.0118742,GB
W_201915,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.01347064,MAB
W_201916,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.04058224,GOM
W_201916,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.002339307,GB
W_201916,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.01132608,MAB
W_201917,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.03173909,GOM
W_201917,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.02519223,GB
W_201917,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.01169479,MAB
W_201918,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.008811433,GOM
W_201918,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.009760964,GB
W_201918,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.01443478,MAB
W_201919,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.005911303,GOM
W_201919,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.002249616,GB
W_201919,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.01300264,MAB
W_201920,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.009234191,GOM
W_201920,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.01132157,GB
W_201920,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.001007107,MAB
W_201921,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.02846354,GOM
W_201921,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.01070005,GB
W_201921,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,7.70E-05,MAB
W_201922,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.01380488,GOM
W_201922,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.002985804,GB
W_201922,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.00056604,MAB
W_201923,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.02018006,GOM
W_201923,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.01180107,GB
W_201923,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.002164726,MAB
W_201924,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.02567236,GOM
W_201924,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.0105839,GB
W_201924,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.004779507,MAB
W_201925,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.01588692,GOM
W_201925,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.007551143,GB
W_201925,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.007302973,MAB
W_201926,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.0101369,GOM
W_201926,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.01297886,GB
W_201926,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.01056391,MAB
W_201927,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.003209445,GOM
W_201927,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.01424858,GB
W_201927,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.005688418,MAB
W_201928,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,0.003254883,GOM
W_201928,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.009380938,GB
W_201928,WEEKLY_PSC_FPICO_DIFFERENCE_ANOMALY,-0.002920861,MAB
