Time,Var,Value,EPU
M_200410,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.01306733,GB
M_200410,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.01784425,MAB
M_200411,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.03579934,GOM
M_200411,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.007418432,GB
M_200411,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.04713144,MAB
M_200412,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.004767484,GOM
M_200412,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.01517438,GB
M_200412,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.003890449,MAB
M_200501,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.002292528,GOM
M_200501,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.000108493,GB
M_200501,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.009517504,MAB
M_200502,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.00537179,GOM
M_200502,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.003684525,GB
M_200502,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.008324484,MAB
M_200503,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.008339367,GOM
M_200503,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.001078889,GB
M_200503,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.001955054,MAB
M_200504,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.006949063,GOM
M_200504,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.003530919,GB
M_200504,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.01176691,MAB
M_200505,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.04031777,GOM
M_200505,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.01096118,GB
M_200505,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.01664205,MAB
M_200506,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.06162613,GOM
M_200506,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.01900624,GB
M_200506,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.01307316,MAB
M_200507,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.02272496,GOM
M_200507,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.01743152,GB
M_200507,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.009254898,MAB
M_200508,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.007061366,GOM
M_200508,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.007945749,GB
M_200508,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.0119024,MAB
M_200509,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.001324423,GOM
M_200509,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.005690427,GB
M_200509,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.003149755,MAB
M_200510,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.02684001,GOM
M_200510,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.03287233,GB
M_200510,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.02026373,MAB
M_200511,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.02113717,GOM
M_200511,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.005940026,GB
M_200511,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.06864094,MAB
M_200512,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.01241941,GOM
M_200512,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.003607518,GB
M_200512,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.03305569,MAB
M_200601,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.0121177,GOM
M_200601,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.002624141,GB
M_200601,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.01750228,MAB
M_200602,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.001384616,GOM
M_200602,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.002673389,GB
M_200602,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.009424563,MAB
M_200603,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.006866461,GOM
M_200603,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.009389696,GB
M_200603,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.02444359,MAB
M_200604,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.007319495,GOM
M_200604,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.001746605,GB
M_200604,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.01596313,MAB
M_200605,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.00262415,GOM
M_200605,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.00019629,GB
M_200605,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.01829698,MAB
M_200606,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.01687486,GOM
M_200606,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.006739417,GB
M_200606,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.003223239,MAB
M_200607,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.008878417,GOM
M_200607,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.003980518,GB
M_200607,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.005737975,MAB
M_200608,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.01857168,GOM
M_200608,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.000204082,GB
M_200608,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.006169675,MAB
M_200609,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.02816539,GOM
M_200609,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.005599184,GB
M_200609,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.01078424,MAB
M_200610,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.005197568,GOM
M_200610,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.01002294,GB
M_200610,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.003382279,MAB
M_200611,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.02546524,GOM
M_200611,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,4.07E-06,GB
M_200611,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.00745012,MAB
M_200612,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.03007371,GOM
M_200612,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.01341897,GB
M_200612,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.01334769,MAB
M_200701,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.03153465,GOM
M_200701,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.0229586,GB
M_200701,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.01694195,MAB
M_200702,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.00473079,GOM
M_200702,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.002138362,GB
M_200702,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.005311856,MAB
M_200703,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.004438578,GOM
M_200703,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.01253666,GB
M_200703,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.002953578,MAB
M_200704,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.005309815,GOM
M_200704,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.01283706,GB
M_200704,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.01522467,MAB
M_200705,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.0249368,GOM
M_200705,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.02606233,GB
M_200705,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.02162644,MAB
M_200706,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.00336413,GOM
M_200706,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.02669869,GB
M_200706,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.007031553,MAB
M_200707,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.002476922,GOM
M_200707,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.02910925,GB
M_200707,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.001716489,MAB
M_200708,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.002795802,GOM
M_200708,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.01107244,GB
M_200708,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.00866671,MAB
M_200709,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.004171293,GOM
M_200709,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.005506519,GB
M_200709,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.000898407,MAB
M_200710,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.006377966,GOM
M_200710,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.01363083,GB
M_200710,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.009695706,MAB
M_200711,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.02656679,GOM
M_200711,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.006842391,GB
M_200711,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.005385336,MAB
M_200712,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.01735648,GOM
M_200712,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.00146633,GB
M_200712,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.006585164,MAB
M_200801,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.004722417,GOM
M_200801,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.01047417,GB
M_200801,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.007278595,MAB
M_200802,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.006855554,GOM
M_200802,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.004807596,GB
M_200802,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.000607521,MAB
M_200803,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.008523729,GOM
M_200803,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.000180259,GB
M_200803,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.00172857,MAB
M_200804,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.002590097,GOM
M_200804,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.000540668,GB
M_200804,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.01415276,MAB
M_200805,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.02495983,GOM
M_200805,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.01869024,GB
M_200805,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.04019259,MAB
M_200806,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.01591223,GOM
M_200806,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.002168236,GB
M_200806,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.000900277,MAB
M_200807,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.009211893,GOM
M_200807,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.009322189,GB
M_200807,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.001090798,MAB
M_200808,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.006179963,GOM
M_200808,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.01034845,GB
M_200808,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.01199595,MAB
M_200809,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.01162788,GOM
M_200809,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.007057524,GB
M_200809,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.01374724,MAB
M_200810,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.005719653,GOM
M_200810,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.01123097,GB
M_200810,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.005969311,MAB
M_200811,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.01237265,GOM
M_200811,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.01420824,GB
M_200811,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.00134032,MAB
M_200812,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.004708332,GOM
M_200812,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.02508588,GB
M_200812,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.0121476,MAB
M_200901,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.006950191,GOM
M_200901,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.008630704,GB
M_200901,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.000558184,MAB
M_200902,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.006610357,GOM
M_200902,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.009174375,GB
M_200902,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.003531952,MAB
M_200903,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.006295641,GOM
M_200903,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.01828488,GB
M_200903,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.001578845,MAB
M_200904,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.01935547,GOM
M_200904,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.02022796,GB
M_200904,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.002749848,MAB
M_200905,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.01104551,GOM
M_200905,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.01028042,GB
M_200905,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.01829232,MAB
M_200906,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.02015481,GOM
M_200906,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.003294641,GB
M_200906,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.000831468,MAB
M_200907,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.02976927,GOM
M_200907,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.03126948,GB
M_200907,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.00460167,MAB
M_200908,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.002730134,GOM
M_200908,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.01101676,GB
M_200908,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.000822559,MAB
M_200909,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.03336985,GOM
M_200909,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.02844221,GB
M_200909,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.004390963,MAB
M_200910,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.01014525,GOM
M_200910,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.0005515,GB
M_200910,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.009069787,MAB
M_200911,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.01381235,GOM
M_200911,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.04796395,GB
M_200911,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.000799094,MAB
M_200912,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.0197328,GOM
M_200912,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.03774646,GB
M_200912,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.003847883,MAB
M_201001,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.004992925,GOM
M_201001,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.01154632,GB
M_201001,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.007934055,MAB
M_201002,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.000825691,GOM
M_201002,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.01024705,GB
M_201002,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.01152127,MAB
M_201003,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.002781485,GOM
M_201003,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.03063386,GB
M_201003,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.002845084,MAB
M_201004,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.01266966,GOM
M_201004,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.01076696,GB
M_201004,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.02432271,MAB
M_201005,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.02544202,GOM
M_201005,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.009511546,GB
M_201005,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.01934425,MAB
M_201006,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.0360841,GOM
M_201006,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.02498187,GB
M_201006,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.0166998,MAB
M_201007,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.001568544,GOM
M_201007,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.000858244,GB
M_201007,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.001455369,MAB
M_201008,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.01110611,GOM
M_201008,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.004856189,GB
M_201008,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.01473295,MAB
M_201009,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.02010009,GOM
M_201009,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.002807363,GB
M_201009,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.002868637,MAB
M_201010,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.01968086,GOM
M_201010,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.03346862,GB
M_201010,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.01181054,MAB
M_201011,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.02739193,GOM
M_201011,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.02595342,GB
M_201011,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.04096992,MAB
M_201012,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.00950806,GOM
M_201012,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.001381393,GB
M_201012,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.04007986,MAB
M_201101,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.007377941,GOM
M_201101,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.01811188,GB
M_201101,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.02246016,MAB
M_201102,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.000133373,GOM
M_201102,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,1.17E-06,GB
M_201102,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.0140119,MAB
M_201103,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.007672455,GOM
M_201103,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.009894284,GB
M_201103,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.01030977,MAB
M_201104,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.04202683,GOM
M_201104,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.0321995,GB
M_201104,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.01318242,MAB
M_201105,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.002030446,GOM
M_201105,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.02399322,GB
M_201105,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.03747942,MAB
M_201106,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-9.89E-05,GOM
M_201106,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.0206061,GB
M_201106,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.006478983,MAB
M_201107,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.01969547,GOM
M_201107,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.001983203,GB
M_201107,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.003159778,MAB
M_201108,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.006139814,GOM
M_201108,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.006424859,GB
M_201108,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.02070824,MAB
M_201109,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.003940933,GOM
M_201109,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.01039415,GB
M_201109,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.02356496,MAB
M_201110,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.005825018,GOM
M_201110,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.006424424,GB
M_201110,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.0213763,MAB
M_201111,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.006363892,GOM
M_201111,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.008370286,GB
M_201111,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.04026254,MAB
M_201112,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.02212782,GOM
M_201112,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.004920575,GB
M_201112,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.004564041,MAB
M_201201,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.008889526,GOM
M_201201,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.02567416,GB
M_201201,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,1.68E-05,MAB
M_201202,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.001220663,GOM
M_201202,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.007959361,GB
M_201202,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.01396371,MAB
M_201203,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.01474914,GOM
M_201203,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.01354904,GB
M_201203,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.0373903,MAB
M_201204,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.009780156,GOM
M_201204,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.01818131,GB
M_201204,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.03039545,MAB
M_201205,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.04646617,GOM
M_201205,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.01640198,GB
M_201205,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.05610598,MAB
M_201206,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.02380017,GOM
M_201206,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.02194896,GB
M_201206,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.006884207,MAB
M_201207,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.009436255,GOM
M_201207,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.0194915,GB
M_201207,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.007851014,MAB
M_201208,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.005634145,GOM
M_201208,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.006607544,GB
M_201208,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.01378182,MAB
M_201209,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.01738859,GOM
M_201209,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.02047953,GB
M_201209,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.005143773,MAB
M_201210,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.03487826,GOM
M_201210,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.01449241,GB
M_201210,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.01137473,MAB
M_201211,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.05293293,GOM
M_201211,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.02324532,GB
M_201211,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,9.97E-05,MAB
M_201212,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,-0.005978262,GOM
M_201212,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.00010988,GB
M_201212,MONTHLY_PSC_FNANO_DIFFERENCE_ANOMALY,0.01648035,MAB
