"","Time","Var","Value","EPU","Units"
"6856","W_201012","WEEKLY_PSC_FNANO_MEDIAN",0.2577466,"GOM",NA
"6857","W_201012","WEEKLY_PSC_FNANO_MEDIAN",0.2505859,"GB",NA
"6858","W_201012","WEEKLY_PSC_FNANO_MEDIAN",0.2522019,"MAB",NA
"6859","W_201013","WEEKLY_PSC_FNANO_MEDIAN",0.2448685,"GOM",NA
"6860","W_201013","WEEKLY_PSC_FNANO_MEDIAN",0.2126551,"GB",NA
"6861","W_201013","WEEKLY_PSC_FNANO_MEDIAN",0.2483803,"MAB",NA
"6862","W_201014","WEEKLY_PSC_FNANO_MEDIAN",0.1827903,"GOM",NA
"6863","W_201014","WEEKLY_PSC_FNANO_MEDIAN",0.2396066,"GB",NA
"6864","W_201014","WEEKLY_PSC_FNANO_MEDIAN",0.2894888,"MAB",NA
"6865","W_201015","WEEKLY_PSC_FNANO_MEDIAN",0.1596223,"GOM",NA
"6866","W_201015","WEEKLY_PSC_FNANO_MEDIAN",0.197642,"GB",NA
"6867","W_201015","WEEKLY_PSC_FNANO_MEDIAN",0.2820782,"MAB",NA
"6868","W_201016","WEEKLY_PSC_FNANO_MEDIAN",0.244492,"GOM",NA
"6869","W_201016","WEEKLY_PSC_FNANO_MEDIAN",0.2241314,"GB",NA
"6870","W_201016","WEEKLY_PSC_FNANO_MEDIAN",0.3066924,"MAB",NA
"6871","W_201017","WEEKLY_PSC_FNANO_MEDIAN",0.2669471,"GOM",NA
"6872","W_201017","WEEKLY_PSC_FNANO_MEDIAN",0.2419272,"GB",NA
"6873","W_201017","WEEKLY_PSC_FNANO_MEDIAN",0.3333054,"MAB",NA
"6874","W_201018","WEEKLY_PSC_FNANO_MEDIAN",0.2777938,"GOM",NA
"6875","W_201018","WEEKLY_PSC_FNANO_MEDIAN",0.2639903,"GB",NA
"6876","W_201018","WEEKLY_PSC_FNANO_MEDIAN",0.3413575,"MAB",NA
"6877","W_201019","WEEKLY_PSC_FNANO_MEDIAN",0.2913045,"GOM",NA
"6878","W_201019","WEEKLY_PSC_FNANO_MEDIAN",0.2857412,"GB",NA
"6879","W_201019","WEEKLY_PSC_FNANO_MEDIAN",0.346881,"MAB",NA
"6880","W_201020","WEEKLY_PSC_FNANO_MEDIAN",0.3062845,"GOM",NA
"6881","W_201020","WEEKLY_PSC_FNANO_MEDIAN",0.2906149,"GB",NA
"6882","W_201020","WEEKLY_PSC_FNANO_MEDIAN",0.3634413,"MAB",NA
"6883","W_201021","WEEKLY_PSC_FNANO_MEDIAN",0.3457509,"GOM",NA
"6884","W_201021","WEEKLY_PSC_FNANO_MEDIAN",0.3235784,"GB",NA
"6885","W_201021","WEEKLY_PSC_FNANO_MEDIAN",0.4165675,"MAB",NA
"6886","W_201022","WEEKLY_PSC_FNANO_MEDIAN",0.3676203,"GOM",NA
"6887","W_201022","WEEKLY_PSC_FNANO_MEDIAN",0.3264622,"GB",NA
"6888","W_201022","WEEKLY_PSC_FNANO_MEDIAN",0.4639524,"MAB",NA
"6889","W_201023","WEEKLY_PSC_FNANO_MEDIAN",0.3808661,"GOM",NA
"6890","W_201023","WEEKLY_PSC_FNANO_MEDIAN",0.3473655,"GB",NA
"6891","W_201023","WEEKLY_PSC_FNANO_MEDIAN",0.4615531,"MAB",NA
"6892","W_201024","WEEKLY_PSC_FNANO_MEDIAN",0.3816904,"GOM",NA
"6893","W_201024","WEEKLY_PSC_FNANO_MEDIAN",0.3383976,"GB",NA
"6894","W_201024","WEEKLY_PSC_FNANO_MEDIAN",0.4650644,"MAB",NA
"6895","W_201025","WEEKLY_PSC_FNANO_MEDIAN",0.4232119,"GOM",NA
"6896","W_201025","WEEKLY_PSC_FNANO_MEDIAN",0.3738316,"GB",NA
"6897","W_201025","WEEKLY_PSC_FNANO_MEDIAN",0.4514085,"MAB",NA
"6898","W_201026","WEEKLY_PSC_FNANO_MEDIAN",0.4639868,"GOM",NA
"6899","W_201026","WEEKLY_PSC_FNANO_MEDIAN",0.3746718,"GB",NA
"6900","W_201026","WEEKLY_PSC_FNANO_MEDIAN",0.4451479,"MAB",NA
"6901","W_201027","WEEKLY_PSC_FNANO_MEDIAN",0.4570517,"GOM",NA
"6902","W_201027","WEEKLY_PSC_FNANO_MEDIAN",0.4136859,"GB",NA
"6903","W_201027","WEEKLY_PSC_FNANO_MEDIAN",0.443819,"MAB",NA
"6904","W_201028","WEEKLY_PSC_FNANO_MEDIAN",0.4468696,"GOM",NA
"6905","W_201028","WEEKLY_PSC_FNANO_MEDIAN",0.4443562,"GB",NA
"6906","W_201028","WEEKLY_PSC_FNANO_MEDIAN",0.4392907,"MAB",NA
"6907","W_201029","WEEKLY_PSC_FNANO_MEDIAN",0.447433,"GOM",NA
"6908","W_201029","WEEKLY_PSC_FNANO_MEDIAN",0.4177356,"GB",NA
"6909","W_201029","WEEKLY_PSC_FNANO_MEDIAN",0.4392236,"MAB",NA
"6910","W_201030","WEEKLY_PSC_FNANO_MEDIAN",0.449213,"GOM",NA
"6911","W_201030","WEEKLY_PSC_FNANO_MEDIAN",0.397356,"GB",NA
"6912","W_201030","WEEKLY_PSC_FNANO_MEDIAN",0.4405281,"MAB",NA
"6913","W_201031","WEEKLY_PSC_FNANO_MEDIAN",0.4473111,"GOM",NA
"6914","W_201031","WEEKLY_PSC_FNANO_MEDIAN",0.3985914,"GB",NA
"6915","W_201031","WEEKLY_PSC_FNANO_MEDIAN",0.4357733,"MAB",NA
"6916","W_201032","WEEKLY_PSC_FNANO_MEDIAN",0.4436392,"GOM",NA
"6917","W_201032","WEEKLY_PSC_FNANO_MEDIAN",0.4284806,"GB",NA
"6918","W_201032","WEEKLY_PSC_FNANO_MEDIAN",0.4363576,"MAB",NA
"6919","W_201033","WEEKLY_PSC_FNANO_MEDIAN",0.4373145,"GOM",NA
"6920","W_201033","WEEKLY_PSC_FNANO_MEDIAN",0.407145,"GB",NA
"6921","W_201033","WEEKLY_PSC_FNANO_MEDIAN",0.4262367,"MAB",NA
"6922","W_201034","WEEKLY_PSC_FNANO_MEDIAN",0.4213841,"GOM",NA
"6923","W_201034","WEEKLY_PSC_FNANO_MEDIAN",0.414624,"GB",NA
"6924","W_201034","WEEKLY_PSC_FNANO_MEDIAN",0.4232297,"MAB",NA
"6925","W_201035","WEEKLY_PSC_FNANO_MEDIAN",0.430886,"GOM",NA
"6926","W_201035","WEEKLY_PSC_FNANO_MEDIAN",0.4303743,"GB",NA
"6927","W_201035","WEEKLY_PSC_FNANO_MEDIAN",0.4197653,"MAB",NA
"6928","W_201036","WEEKLY_PSC_FNANO_MEDIAN",0.4249159,"GOM",NA
"6929","W_201036","WEEKLY_PSC_FNANO_MEDIAN",0.411407,"GB",NA
"6930","W_201036","WEEKLY_PSC_FNANO_MEDIAN",0.4242717,"MAB",NA
"6931","W_201037","WEEKLY_PSC_FNANO_MEDIAN",0.36013,"GOM",NA
"6932","W_201037","WEEKLY_PSC_FNANO_MEDIAN",0.3924301,"GB",NA
"6933","W_201037","WEEKLY_PSC_FNANO_MEDIAN",0.4365732,"MAB",NA
"6934","W_201038","WEEKLY_PSC_FNANO_MEDIAN",0.3432812,"GOM",NA
"6935","W_201038","WEEKLY_PSC_FNANO_MEDIAN",0.384627,"GB",NA
"6936","W_201038","WEEKLY_PSC_FNANO_MEDIAN",0.4446553,"MAB",NA
"6937","W_201039","WEEKLY_PSC_FNANO_MEDIAN",0.3569212,"GOM",NA
"6938","W_201039","WEEKLY_PSC_FNANO_MEDIAN",0.3851918,"GB",NA
"6939","W_201039","WEEKLY_PSC_FNANO_MEDIAN",0.4478677,"MAB",NA
"6940","W_201040","WEEKLY_PSC_FNANO_MEDIAN",0.3619765,"GOM",NA
"6941","W_201040","WEEKLY_PSC_FNANO_MEDIAN",0.3703181,"GB",NA
"6942","W_201040","WEEKLY_PSC_FNANO_MEDIAN",0.4613867,"MAB",NA
"6943","W_201041","WEEKLY_PSC_FNANO_MEDIAN",0.2685728,"GOM",NA
"6944","W_201041","WEEKLY_PSC_FNANO_MEDIAN",0.2741992,"GB",NA
"6945","W_201041","WEEKLY_PSC_FNANO_MEDIAN",0.4258104,"MAB",NA
"6946","W_201042","WEEKLY_PSC_FNANO_MEDIAN",0.2926402,"GOM",NA
"6947","W_201042","WEEKLY_PSC_FNANO_MEDIAN",0.3007382,"GB",NA
"6948","W_201042","WEEKLY_PSC_FNANO_MEDIAN",0.4121793,"MAB",NA
"6949","W_201043","WEEKLY_PSC_FNANO_MEDIAN",0.280891,"GOM",NA
"6950","W_201043","WEEKLY_PSC_FNANO_MEDIAN",0.2976004,"GB",NA
"6951","W_201043","WEEKLY_PSC_FNANO_MEDIAN",0.3733409,"MAB",NA
"6952","W_201044","WEEKLY_PSC_FNANO_MEDIAN",0.2641267,"GOM",NA
"6953","W_201044","WEEKLY_PSC_FNANO_MEDIAN",0.2660288,"GB",NA
"6954","W_201044","WEEKLY_PSC_FNANO_MEDIAN",0.3663593,"MAB",NA
"6955","W_201045","WEEKLY_PSC_FNANO_MEDIAN",0.3194157,"GOM",NA
"6956","W_201045","WEEKLY_PSC_FNANO_MEDIAN",0.3464819,"GB",NA
"6957","W_201045","WEEKLY_PSC_FNANO_MEDIAN",0.3085917,"MAB",NA
"6958","W_201046","WEEKLY_PSC_FNANO_MEDIAN",0.3283331,"GOM",NA
"6959","W_201046","WEEKLY_PSC_FNANO_MEDIAN",0.3078487,"GB",NA
"6960","W_201046","WEEKLY_PSC_FNANO_MEDIAN",0.2886698,"MAB",NA
"6961","W_201047","WEEKLY_PSC_FNANO_MEDIAN",0.3356665,"GOM",NA
"6962","W_201047","WEEKLY_PSC_FNANO_MEDIAN",0.3252614,"GB",NA
"6963","W_201047","WEEKLY_PSC_FNANO_MEDIAN",0.2932069,"MAB",NA
"6964","W_201048","WEEKLY_PSC_FNANO_MEDIAN",0.3382698,"GOM",NA
"6965","W_201048","WEEKLY_PSC_FNANO_MEDIAN",0.3196166,"GB",NA
"6966","W_201048","WEEKLY_PSC_FNANO_MEDIAN",0.2713832,"MAB",NA
"6967","W_201049","WEEKLY_PSC_FNANO_MEDIAN",0.227086,"GOM",NA
"6968","W_201049","WEEKLY_PSC_FNANO_MEDIAN",0.2294361,"GB",NA
"6969","W_201049","WEEKLY_PSC_FNANO_MEDIAN",0.1812416,"MAB",NA
"6970","W_201050","WEEKLY_PSC_FNANO_MEDIAN",0.2850927,"GOM",NA
"6971","W_201050","WEEKLY_PSC_FNANO_MEDIAN",0.3118151,"GB",NA
"6972","W_201050","WEEKLY_PSC_FNANO_MEDIAN",0.2743226,"MAB",NA
"6973","W_201051","WEEKLY_PSC_FNANO_MEDIAN",0.296368,"GOM",NA
"6974","W_201051","WEEKLY_PSC_FNANO_MEDIAN",0.2192218,"GB",NA
"6975","W_201051","WEEKLY_PSC_FNANO_MEDIAN",0.2005768,"MAB",NA
"6976","W_201052","WEEKLY_PSC_FNANO_MEDIAN",0.2982621,"GOM",NA
"6977","W_201052","WEEKLY_PSC_FNANO_MEDIAN",0.2369191,"GB",NA
"6978","W_201052","WEEKLY_PSC_FNANO_MEDIAN",0.2224633,"MAB",NA
"6979","W_201101","WEEKLY_PSC_FNANO_MEDIAN",0.2458645,"GOM",NA
"6980","W_201101","WEEKLY_PSC_FNANO_MEDIAN",0.1839814,"GB",NA
"6981","W_201101","WEEKLY_PSC_FNANO_MEDIAN",0.245942,"MAB",NA
"6982","W_201102","WEEKLY_PSC_FNANO_MEDIAN",0.2347981,"GOM",NA
"6983","W_201102","WEEKLY_PSC_FNANO_MEDIAN",0.1649321,"GB",NA
"6984","W_201102","WEEKLY_PSC_FNANO_MEDIAN",0.1865437,"MAB",NA
"6985","W_201103","WEEKLY_PSC_FNANO_MEDIAN",0.2048061,"GOM",NA
"6986","W_201103","WEEKLY_PSC_FNANO_MEDIAN",0.1818519,"GB",NA
"6987","W_201103","WEEKLY_PSC_FNANO_MEDIAN",0.2074339,"MAB",NA
"6988","W_201104","WEEKLY_PSC_FNANO_MEDIAN",0.2134486,"GOM",NA
"6989","W_201104","WEEKLY_PSC_FNANO_MEDIAN",0.1597014,"GB",NA
"6990","W_201104","WEEKLY_PSC_FNANO_MEDIAN",0.1894069,"MAB",NA
"6991","W_201105","WEEKLY_PSC_FNANO_MEDIAN",0.2609605,"GOM",NA
"6992","W_201105","WEEKLY_PSC_FNANO_MEDIAN",0.238261,"GB",NA
"6993","W_201105","WEEKLY_PSC_FNANO_MEDIAN",0.2291322,"MAB",NA
"6994","W_201106","WEEKLY_PSC_FNANO_MEDIAN",0.2604101,"GOM",NA
"6995","W_201106","WEEKLY_PSC_FNANO_MEDIAN",0.2337507,"GB",NA
"6996","W_201106","WEEKLY_PSC_FNANO_MEDIAN",0.2204166,"MAB",NA
"6997","W_201107","WEEKLY_PSC_FNANO_MEDIAN",0.2587058,"GOM",NA
"6998","W_201107","WEEKLY_PSC_FNANO_MEDIAN",0.2439441,"GB",NA
"6999","W_201107","WEEKLY_PSC_FNANO_MEDIAN",0.2185024,"MAB",NA
"7000","W_201108","WEEKLY_PSC_FNANO_MEDIAN",0.2607943,"GOM",NA
"7001","W_201108","WEEKLY_PSC_FNANO_MEDIAN",0.2460844,"GB",NA
"7002","W_201108","WEEKLY_PSC_FNANO_MEDIAN",0.2185061,"MAB",NA
"7003","W_201109","WEEKLY_PSC_FNANO_MEDIAN",0.2656803,"GOM",NA
"7004","W_201109","WEEKLY_PSC_FNANO_MEDIAN",0.250102,"GB",NA
"7005","W_201109","WEEKLY_PSC_FNANO_MEDIAN",0.2304455,"MAB",NA
"7006","W_201110","WEEKLY_PSC_FNANO_MEDIAN",0.2589752,"GOM",NA
"7007","W_201110","WEEKLY_PSC_FNANO_MEDIAN",0.2631553,"GB",NA
"7008","W_201110","WEEKLY_PSC_FNANO_MEDIAN",0.2355074,"MAB",NA
"7009","W_201111","WEEKLY_PSC_FNANO_MEDIAN",0.2582994,"GOM",NA
"7010","W_201111","WEEKLY_PSC_FNANO_MEDIAN",0.2586198,"GB",NA
"7011","W_201111","WEEKLY_PSC_FNANO_MEDIAN",0.250138,"MAB",NA
"7012","W_201112","WEEKLY_PSC_FNANO_MEDIAN",0.2592334,"GOM",NA
"7013","W_201112","WEEKLY_PSC_FNANO_MEDIAN",0.2394328,"GB",NA
"7014","W_201112","WEEKLY_PSC_FNANO_MEDIAN",0.2393563,"MAB",NA
"7015","W_201113","WEEKLY_PSC_FNANO_MEDIAN",0.2372476,"GOM",NA
"7016","W_201113","WEEKLY_PSC_FNANO_MEDIAN",0.2268164,"GB",NA
"7017","W_201113","WEEKLY_PSC_FNANO_MEDIAN",0.2098477,"MAB",NA
"7018","W_201114","WEEKLY_PSC_FNANO_MEDIAN",0.1876332,"GOM",NA
"7019","W_201114","WEEKLY_PSC_FNANO_MEDIAN",0.1941731,"GB",NA
"7020","W_201114","WEEKLY_PSC_FNANO_MEDIAN",0.224541,"MAB",NA
"7021","W_201115","WEEKLY_PSC_FNANO_MEDIAN",0.1379812,"GOM",NA
"7022","W_201115","WEEKLY_PSC_FNANO_MEDIAN",0.1853885,"GB",NA
"7023","W_201115","WEEKLY_PSC_FNANO_MEDIAN",0.2624194,"MAB",NA
"7024","W_201116","WEEKLY_PSC_FNANO_MEDIAN",0.1502518,"GOM",NA
"7025","W_201116","WEEKLY_PSC_FNANO_MEDIAN",0.1697198,"GB",NA
"7026","W_201116","WEEKLY_PSC_FNANO_MEDIAN",0.2692816,"MAB",NA
"7027","W_201117","WEEKLY_PSC_FNANO_MEDIAN",0.216738,"GOM",NA
"7028","W_201117","WEEKLY_PSC_FNANO_MEDIAN",0.2790856,"GB",NA
"7029","W_201117","WEEKLY_PSC_FNANO_MEDIAN",0.3261011,"MAB",NA
"7030","W_201118","WEEKLY_PSC_FNANO_MEDIAN",0.2662125,"GOM",NA
"7031","W_201118","WEEKLY_PSC_FNANO_MEDIAN",0.2720758,"GB",NA
"7032","W_201118","WEEKLY_PSC_FNANO_MEDIAN",0.3601524,"MAB",NA
"7033","W_201119","WEEKLY_PSC_FNANO_MEDIAN",0.282725,"GOM",NA
"7034","W_201119","WEEKLY_PSC_FNANO_MEDIAN",0.2639701,"GB",NA
"7035","W_201119","WEEKLY_PSC_FNANO_MEDIAN",0.3794543,"MAB",NA
"7036","W_201120","WEEKLY_PSC_FNANO_MEDIAN",0.2985185,"GOM",NA
"7037","W_201120","WEEKLY_PSC_FNANO_MEDIAN",0.3481032,"GB",NA
"7038","W_201120","WEEKLY_PSC_FNANO_MEDIAN",0.4723511,"MAB",NA
"7039","W_201121","WEEKLY_PSC_FNANO_MEDIAN",0.3062775,"GOM",NA
"7040","W_201121","WEEKLY_PSC_FNANO_MEDIAN",0.3385291,"GB",NA
"7041","W_201121","WEEKLY_PSC_FNANO_MEDIAN",0.4528765,"MAB",NA
"7042","W_201122","WEEKLY_PSC_FNANO_MEDIAN",0.3560305,"GOM",NA
"7043","W_201122","WEEKLY_PSC_FNANO_MEDIAN",0.3569927,"GB",NA
"7044","W_201122","WEEKLY_PSC_FNANO_MEDIAN",0.4464245,"MAB",NA
"7045","W_201123","WEEKLY_PSC_FNANO_MEDIAN",0.3600586,"GOM",NA
"7046","W_201123","WEEKLY_PSC_FNANO_MEDIAN",0.351561,"GB",NA
"7047","W_201123","WEEKLY_PSC_FNANO_MEDIAN",0.4443135,"MAB",NA
"7048","W_201124","WEEKLY_PSC_FNANO_MEDIAN",0.372185,"GOM",NA
"7049","W_201124","WEEKLY_PSC_FNANO_MEDIAN",0.3621822,"GB",NA
"7050","W_201124","WEEKLY_PSC_FNANO_MEDIAN",0.4388922,"MAB",NA
"7051","W_201125","WEEKLY_PSC_FNANO_MEDIAN",0.3963833,"GOM",NA
"7052","W_201125","WEEKLY_PSC_FNANO_MEDIAN",0.3615113,"GB",NA
"7053","W_201125","WEEKLY_PSC_FNANO_MEDIAN",0.4481429,"MAB",NA
"7054","W_201126","WEEKLY_PSC_FNANO_MEDIAN",0.4469848,"GOM",NA
"7055","W_201126","WEEKLY_PSC_FNANO_MEDIAN",0.40175,"GB",NA
"7056","W_201126","WEEKLY_PSC_FNANO_MEDIAN",0.4377203,"MAB",NA
"7057","W_201127","WEEKLY_PSC_FNANO_MEDIAN",0.4743302,"GOM",NA
"7058","W_201127","WEEKLY_PSC_FNANO_MEDIAN",0.4325562,"GB",NA
"7059","W_201127","WEEKLY_PSC_FNANO_MEDIAN",0.4383273,"MAB",NA
"7060","W_201128","WEEKLY_PSC_FNANO_MEDIAN",0.4681581,"GOM",NA
"7061","W_201128","WEEKLY_PSC_FNANO_MEDIAN",0.3945217,"GB",NA
"7062","W_201128","WEEKLY_PSC_FNANO_MEDIAN",0.4384115,"MAB",NA
"7063","W_201129","WEEKLY_PSC_FNANO_MEDIAN",0.4741567,"GOM",NA
"7064","W_201129","WEEKLY_PSC_FNANO_MEDIAN",0.3560776,"GB",NA
"7065","W_201129","WEEKLY_PSC_FNANO_MEDIAN",0.4390732,"MAB",NA
"7066","W_201130","WEEKLY_PSC_FNANO_MEDIAN",0.4636801,"GOM",NA
"7067","W_201130","WEEKLY_PSC_FNANO_MEDIAN",0.4362684,"GB",NA
"7068","W_201130","WEEKLY_PSC_FNANO_MEDIAN",0.4379869,"MAB",NA
"7069","W_201131","WEEKLY_PSC_FNANO_MEDIAN",0.4567312,"GOM",NA
"7070","W_201131","WEEKLY_PSC_FNANO_MEDIAN",0.4279928,"GB",NA
"7071","W_201131","WEEKLY_PSC_FNANO_MEDIAN",0.4363528,"MAB",NA
"7072","W_201132","WEEKLY_PSC_FNANO_MEDIAN",0.4573795,"GOM",NA
"7073","W_201132","WEEKLY_PSC_FNANO_MEDIAN",0.4063286,"GB",NA
"7074","W_201132","WEEKLY_PSC_FNANO_MEDIAN",0.4327953,"MAB",NA
"7075","W_201133","WEEKLY_PSC_FNANO_MEDIAN",0.4640051,"GOM",NA
"7076","W_201133","WEEKLY_PSC_FNANO_MEDIAN",0.4151322,"GB",NA
"7077","W_201133","WEEKLY_PSC_FNANO_MEDIAN",0.4331398,"MAB",NA
"7078","W_201134","WEEKLY_PSC_FNANO_MEDIAN",0.4536675,"GOM",NA
"7079","W_201134","WEEKLY_PSC_FNANO_MEDIAN",0.430164,"GB",NA
"7080","W_201134","WEEKLY_PSC_FNANO_MEDIAN",0.4285775,"MAB",NA
"7081","W_201135","WEEKLY_PSC_FNANO_MEDIAN",0.3710854,"GOM",NA
"7082","W_201135","WEEKLY_PSC_FNANO_MEDIAN",0.4065252,"GB",NA
"7083","W_201135","WEEKLY_PSC_FNANO_MEDIAN",0.4239016,"MAB",NA
"7084","W_201136","WEEKLY_PSC_FNANO_MEDIAN",0.4364752,"GOM",NA
"7085","W_201136","WEEKLY_PSC_FNANO_MEDIAN",0.4188703,"GB",NA
"7086","W_201136","WEEKLY_PSC_FNANO_MEDIAN",0.4324957,"MAB",NA
"7087","W_201137","WEEKLY_PSC_FNANO_MEDIAN",0.4196693,"GOM",NA
"7088","W_201137","WEEKLY_PSC_FNANO_MEDIAN",0.4099961,"GB",NA
"7089","W_201137","WEEKLY_PSC_FNANO_MEDIAN",0.4342016,"MAB",NA
"7090","W_201138","WEEKLY_PSC_FNANO_MEDIAN",0.3827273,"GOM",NA
"7091","W_201138","WEEKLY_PSC_FNANO_MEDIAN",0.4051633,"GB",NA
"7092","W_201138","WEEKLY_PSC_FNANO_MEDIAN",0.4376192,"MAB",NA
"7093","W_201139","WEEKLY_PSC_FNANO_MEDIAN",0.4160869,"GOM",NA
"7094","W_201139","WEEKLY_PSC_FNANO_MEDIAN",0.4174546,"GB",NA
"7095","W_201139","WEEKLY_PSC_FNANO_MEDIAN",0.4420764,"MAB",NA
"7096","W_201140","WEEKLY_PSC_FNANO_MEDIAN",0.3295417,"GOM",NA
"7097","W_201140","WEEKLY_PSC_FNANO_MEDIAN",0.3690702,"GB",NA
"7098","W_201140","WEEKLY_PSC_FNANO_MEDIAN",0.435166,"MAB",NA
"7099","W_201141","WEEKLY_PSC_FNANO_MEDIAN",0.2798198,"GOM",NA
"7100","W_201141","WEEKLY_PSC_FNANO_MEDIAN",0.3085389,"GB",NA
"7101","W_201141","WEEKLY_PSC_FNANO_MEDIAN",0.44413,"MAB",NA
"7102","W_201142","WEEKLY_PSC_FNANO_MEDIAN",0.3074084,"GOM",NA
"7103","W_201142","WEEKLY_PSC_FNANO_MEDIAN",0.3122598,"GB",NA
"7104","W_201142","WEEKLY_PSC_FNANO_MEDIAN",0.4097215,"MAB",NA
"7105","W_201143","WEEKLY_PSC_FNANO_MEDIAN",0.274087,"GOM",NA
"7106","W_201143","WEEKLY_PSC_FNANO_MEDIAN",0.2825844,"GB",NA
"7107","W_201143","WEEKLY_PSC_FNANO_MEDIAN",0.3646656,"MAB",NA
"7108","W_201144","WEEKLY_PSC_FNANO_MEDIAN",0.311304,"GOM",NA
"7109","W_201144","WEEKLY_PSC_FNANO_MEDIAN",0.3002549,"GB",NA
"7110","W_201144","WEEKLY_PSC_FNANO_MEDIAN",0.3452039,"MAB",NA
"7111","W_201145","WEEKLY_PSC_FNANO_MEDIAN",0.2802672,"GOM",NA
"7112","W_201145","WEEKLY_PSC_FNANO_MEDIAN",0.270143,"GB",NA
"7113","W_201145","WEEKLY_PSC_FNANO_MEDIAN",0.2896612,"MAB",NA
"7114","W_201146","WEEKLY_PSC_FNANO_MEDIAN",0.3034386,"GOM",NA
"7115","W_201146","WEEKLY_PSC_FNANO_MEDIAN",0.2435358,"GB",NA
"7116","W_201146","WEEKLY_PSC_FNANO_MEDIAN",0.2327587,"MAB",NA
"7117","W_201147","WEEKLY_PSC_FNANO_MEDIAN",0.3142777,"GOM",NA
"7118","W_201147","WEEKLY_PSC_FNANO_MEDIAN",0.2595029,"GB",NA
"7119","W_201147","WEEKLY_PSC_FNANO_MEDIAN",0.2804751,"MAB",NA
"7120","W_201148","WEEKLY_PSC_FNANO_MEDIAN",0.2646403,"GOM",NA
"7121","W_201148","WEEKLY_PSC_FNANO_MEDIAN",0.2457282,"GB",NA
"7122","W_201148","WEEKLY_PSC_FNANO_MEDIAN",0.2453564,"MAB",NA
"7123","W_201149","WEEKLY_PSC_FNANO_MEDIAN",0.3288983,"GOM",NA
"7124","W_201149","WEEKLY_PSC_FNANO_MEDIAN",0.293531,"GB",NA
"7125","W_201149","WEEKLY_PSC_FNANO_MEDIAN",0.2635208,"MAB",NA
"7126","W_201150","WEEKLY_PSC_FNANO_MEDIAN",0.3001938,"GOM",NA
"7127","W_201150","WEEKLY_PSC_FNANO_MEDIAN",0.2631463,"GB",NA
"7128","W_201150","WEEKLY_PSC_FNANO_MEDIAN",0.2885113,"MAB",NA
"7129","W_201151","WEEKLY_PSC_FNANO_MEDIAN",0.3143165,"GOM",NA
"7130","W_201151","WEEKLY_PSC_FNANO_MEDIAN",0.3010406,"GB",NA
"7131","W_201151","WEEKLY_PSC_FNANO_MEDIAN",0.2403468,"MAB",NA
"7132","W_201152","WEEKLY_PSC_FNANO_MEDIAN",0.3174439,"GOM",NA
"7133","W_201152","WEEKLY_PSC_FNANO_MEDIAN",0.2738726,"GB",NA
"7134","W_201152","WEEKLY_PSC_FNANO_MEDIAN",0.2499001,"MAB",NA
"7135","W_201201","WEEKLY_PSC_FNANO_MEDIAN",0.2875811,"GOM",NA
"7136","W_201201","WEEKLY_PSC_FNANO_MEDIAN",0.2877289,"GB",NA
"7137","W_201201","WEEKLY_PSC_FNANO_MEDIAN",0.2593867,"MAB",NA
"7138","W_201202","WEEKLY_PSC_FNANO_MEDIAN",0.2772262,"GOM",NA
"7139","W_201202","WEEKLY_PSC_FNANO_MEDIAN",0.2960821,"GB",NA
"7140","W_201202","WEEKLY_PSC_FNANO_MEDIAN",0.2480084,"MAB",NA
"7141","W_201203","WEEKLY_PSC_FNANO_MEDIAN",0.2664105,"GOM",NA
"7142","W_201203","WEEKLY_PSC_FNANO_MEDIAN",0.2215937,"GB",NA
"7143","W_201203","WEEKLY_PSC_FNANO_MEDIAN",0.2415808,"MAB",NA
"7144","W_201204","WEEKLY_PSC_FNANO_MEDIAN",0.2661061,"GOM",NA
"7145","W_201204","WEEKLY_PSC_FNANO_MEDIAN",0.2492914,"GB",NA
"7146","W_201204","WEEKLY_PSC_FNANO_MEDIAN",0.2766862,"MAB",NA
"7147","W_201205","WEEKLY_PSC_FNANO_MEDIAN",0.2628261,"GOM",NA
"7148","W_201205","WEEKLY_PSC_FNANO_MEDIAN",0.2699913,"GB",NA
"7149","W_201205","WEEKLY_PSC_FNANO_MEDIAN",0.2559731,"MAB",NA
"7150","W_201206","WEEKLY_PSC_FNANO_MEDIAN",0.264522,"GOM",NA
"7151","W_201206","WEEKLY_PSC_FNANO_MEDIAN",0.2584999,"GB",NA
"7152","W_201206","WEEKLY_PSC_FNANO_MEDIAN",0.2627897,"MAB",NA
"7153","W_201207","WEEKLY_PSC_FNANO_MEDIAN",0.2623621,"GOM",NA
"7154","W_201207","WEEKLY_PSC_FNANO_MEDIAN",0.2601207,"GB",NA
"7155","W_201207","WEEKLY_PSC_FNANO_MEDIAN",0.255021,"MAB",NA
"7156","W_201208","WEEKLY_PSC_FNANO_MEDIAN",0.2615269,"GOM",NA
"7157","W_201208","WEEKLY_PSC_FNANO_MEDIAN",0.2449782,"GB",NA
"7158","W_201208","WEEKLY_PSC_FNANO_MEDIAN",0.2640711,"MAB",NA
"7159","W_201209","WEEKLY_PSC_FNANO_MEDIAN",0.2673023,"GOM",NA
"7160","W_201209","WEEKLY_PSC_FNANO_MEDIAN",0.2520744,"GB",NA
"7161","W_201209","WEEKLY_PSC_FNANO_MEDIAN",0.2678998,"MAB",NA
