cruise,cast,date_sampled,latitude,longitude,nearest_station,quarter,year,     0.5,1.414214,2.828427,5.656854,11.31371,22.62742,45.25483,90.50967,181.0193
EN644,29,2019-08-25 04:24:27+00:00,41.318,-70.5845,MVCO,3,2019,924.870120052522,106.356417956854,35.9278044765529,23.8298195385417,42.9300095463815,32.9376926341057,6.25342910150768,1.46571546317601,0
AR38,3,2019-09-20 22:08:53+00:00,40.8626666666667,-70.8828333333333,L3,3,2019,2348.57710949677,102.306088036021,36.285809351407,29.7501250770809,38.4130010785893,20.4660024952309,2.16086875384992,0.853785855774329,0
AR38,4,2019-09-20 23:24:41+00:00,40.781,-70.8835,L3,3,2019,1590.12108484372,209.67457519351,31.8761535364016,19.4541036200973,28.1531823883577,24.2962713346199,1.4695129139782,0.105836058381866,0
AR38,5,2019-09-21 00:36:45+00:00,40.6958333333333,-70.8841666666667,L4,3,2019,1261.56168851521,259.456456522192,34.0071391791302,28.8009911606359,44.0696485412705,51.7551768351622,14.4530312962108,0.951722586725379,0
AR38,7,2019-09-21 02:53:48+00:00,40.5146666666667,-70.8835,L5,3,2019,1421.09862688181,206.158859271633,32.8575897155076,17.9925973397467,46.5471254421879,45.9471736487103,10.9436434225099,0.649823732803561,0
AR38,8,2019-09-21 04:24:20+00:00,40.3626666666667,-70.884,L6,3,2019,2526.72950475051,108.387423414753,44.2483220894687,35.3646824238665,65.1726715052389,37.2267008107954,5.92335776858654,1.73088338503528,1.32345892090807
AR38,9,2019-09-21 06:34:54+00:00,40.2251666666667,-70.8811666666667,L7,3,2019,3258.99438094771,74.5208231641774,34.9824112286113,23.5887874398295,31.471628301063,10.4786484776814,0,0,0
AR38,10,2019-09-21 08:33:51+00:00,40.0973333333333,-70.8836666666667,L9,3,2019,2353.05362107511,81.3496592485492,45.8498911961996,37.2314812985815,60.0029040398006,24.5862353222302,12.5108599530718,1.84165011727927,0
AR38,11,2019-09-21 10:46:20+00:00,39.9378333333333,-70.8856666666667,L10,3,2019,2062.97724279154,93.7667895566798,47.9654544506038,38.1376846197453,59.5179972345397,28.1674905227784,9.31457821328368,0.777824167353339,0
AR38,12,2019-09-21 14:19:35+00:00,39.7715,-70.8845,L11,3,2019,1885.14470258399,120.619118570106,46.6814595524743,27.5878324292986,43.9135092863108,26.9136366783863,2.96834581845287,0.151758627143076,0
AR38,13,2019-09-22 00:45:20+00:00,40.6103333333333,-70.8813333333333,L4,3,2019,1100.3011814282,244.860179172606,39.371126035578,30.5468201580653,52.7806528329965,57.824479109462,0.226081907758138,0,0
AR38,14,2019-09-22 01:53:47+00:00,40.701,-70.8821666666667,L4,3,2019,1329.35202349515,189.285888875822,37.4131271152197,24.1051115848639,54.5381363390027,30.1075403967872,35.9174066917676,5.18412247844849,0.428064865379015
AR38,18,2019-09-22 07:08:12+00:00,41.0301666666667,-70.9998333333333,d2a,3,2019,1715.70649072884,28.3078052460214,22.1733567144171,19.8077309641462,16.3304321303704,10.2187515655946,0,0,0
AR38,19,2019-09-22 08:09:55+00:00,41.0301666666667,-70.8831666666667,L2,3,2019,1899.64988939902,23.3043383717422,25.2688008260465,20.167151380578,31.0894025207573,20.2654010069256,8.64064074905542,1.89844318484099,0
AR39B,1,2019-10-05 22:34:44+00:00,41.1955,-70.8846666666667,L1,4,2019,1055.15270317362,4.07705747956714,9.82236927315329,22.9773688220708,20.6312516244482,12.206779685311,14.1653706151613,2.34100156218251,0
AR39B,2,2019-10-06 00:11:11+00:00,41.03,-70.8826666666667,L2,4,2019,1699.02447758983,8.03051637307793,15.0977536428159,42.5947758521208,53.9648617424104,27.3208546663491,12.1666937227524,1.47041212657405,0
AR39B,3,2019-10-06 01:55:06+00:00,40.8633333333333,-70.8826666666667,L3,4,2019,1739.61461244509,23.6816075019505,42.6256540171325,71.6048083897671,99.824350855372,74.4359343031789,1.91588937104885,0.0903048935147542,0
AR39B,4,2019-10-06 03:34:40+00:00,40.6971666666667,-70.884,L4,4,2019,2031.27330367821,65.9314764937543,42.5400676156002,27.6098721173346,26.0141566605865,12.5691054680704,2.39023694367508,1.46408378966829,0
AR39B,5,2019-10-06 05:34:06+00:00,40.5141666666667,-70.8836666666667,L5,4,2019,2243.56645591699,88.0847777459218,40.7891990143261,45.5987563148802,53.7959149123614,36.081232620031,0.765914114846488,0,0
AR39B,6,2019-10-06 14:23:20+00:00,40.3633333333333,-70.8833333333333,L6,4,2019,2017.42583178107,70.207855773725,39.1427783845681,20.242357827865,25.263542900271,18.1099530572493,1.48495667107759,3.42440429084393,0
AR39B,10,2019-10-07 14:03:46+00:00,40.1378333333333,-70.775,L8,4,2019,2135.52995538895,183.666310565024,75.5366483884305,22.9419206020806,29.3290190106266,16.6591266866606,1.547459306789,1.16516921462208,0
AR39B,11,2019-10-07 18:43:24+00:00,40.2266666666667,-70.883,L7,4,2019,1898.17816069958,145.674840359194,72.0095934861135,30.5600336793835,47.708330494552,39.2435668543756,3.53262562792909,0.16905443750882,0
AR39B,12,2019-10-08 02:30:47+00:00,40.0951666666667,-70.888,L9,4,2019,2081.75900130883,166.093268914536,57.3812930374124,35.5174902191566,25.4520761372144,16.2976483546786,5.06081822529414,1.35047975250094,0
AR39B,13,2019-10-08 05:42:44+00:00,39.7735,-70.8843333333333,L11,4,2019,1537.33760430337,94.9597126754676,43.217154554109,13.9491618758202,24.8151015158874,6.37222138198599,0.99795327605913,0,0
AR39B,14,2019-10-08 19:29:54+00:00,39.9398333333333,-70.8823333333333,L10,4,2019,1911.46516204402,97.2321047374812,63.4980481942671,33.8333391970671,38.0056004980869,14.1223014210353,0,0,0
EN649,1,2020-02-01 18:07:29+00:00,41.2043333333333,-70.8838333333333,L1,1,2020,623.435642386937,33.3136271192961,24.5244264584513,20.1600133638388,40.6446403792369,17.6093943659686,4.38622579184454,0.162668979719249,0
EN649,2,2020-02-01 22:58:41+00:00,41.3193333333333,-70.5741666666667,MVCO,1,2020,596.014341031343,24.8976232130415,20.0486092321077,19.2927150319694,36.8097146822197,21.4586048976064,4.59435160472988,0.502803540890784,0
EN649,5,2020-02-02 08:34:26+00:00,41.0293333333333,-70.8836666666667,L2,1,2020,1374.25806748679,118.231671728936,59.2771537157866,46.8315298656037,43.9406149281378,26.8428827268822,4.98141196495959,1.39604749068606,0
EN649,6,2020-02-02 12:09:12+00:00,40.863,-70.885,L3,1,2020,1733.8992794516,11.5611191882343,19.4205817086494,18.4447282433664,16.4755133972363,15.9065093521233,13.9021869849767,2.79867941559473,0.26033824672888
EN649,7,2020-02-02 22:24:31+00:00,40.2246666666667,-70.8823333333333,L7,1,2020,2330.75999675254,205.013108822049,134.408510197803,84.4965509920479,103.82853153663,33.9665870904141,3.6348203116345,0.228196063836078,0
EN649,8,2020-02-03 00:52:27+00:00,40.1321666666667,-70.7885,L8,1,2020,2122.34315507395,172.280790361166,65.6194115307083,58.820360102728,41.7190062839037,32.4339850082408,3.02006435653123,0.0983428910520069,0
EN649,11,2020-02-03 08:44:35+00:00,40.0955,-70.8915,L9,1,2020,2285.79891591315,205.541688565604,62.3409399026586,49.6292723378737,26.2000828764579,10.469863676361,6.19636128802601,0.933159081721804,0
EN649,12,2020-02-03 17:02:19+00:00,39.9398333333333,-70.8833333333333,L10,1,2020,2504.57107852191,272.9574803484,74.6682513923032,42.7160659868059,22.9483482519395,10.5763193020125,1.01376117415437,0,0
EN649,16,2020-02-04 12:20:03+00:00,39.773,-70.88,L11,1,2020,1721.0815864103,243.425376750501,68.6368929487897,40.1857691864205,19.3280750798814,11.2770814467546,2.67390985716096,0,0
EN649,19,2020-02-05 03:42:20+00:00,40.3526666666667,-70.8828333333333,L6,1,2020,1662.74909530105,148.847021424416,70.8613217703877,46.4260466596947,28.823116756193,7.80084112420662,3.32397456038293,1.41600211990605,0
EN649,20,2020-02-05 07:06:48+00:00,40.5103333333333,-70.8795,L5,1,2020,1017.58103604624,106.783637117566,63.0804438770218,29.8203892529425,14.8938166471886,8.99004050514597,3.89631243829772,1.01737483579053,0
EN649,21,2020-02-05 10:02:57+00:00,40.6975,-70.8828333333333,L4,1,2020,2217.50507798793,16.8212241184084,29.8166919853486,16.4947862354961,13.2443655944838,13.1986562075614,5.36725108751263,1.63170756375162,0
AR43,1,2020-03-12 01:44:00+00:00,39.6235,-70.8856666666667,,1,2020,1367.02777997374,317.320202545458,63.5156327837451,38.6730580177008,26.2648140549337,16.995315575765,0,0,0
AR43,2,2020-03-12 13:35:00+00:00,39.6358333333333,-70.8855,,1,2020,1576.47489173298,365.377180118914,67.4839826737559,33.4919510421568,40.5393189021597,8.58682328423454,0,0,0
AR43,3,2020-03-12 23:20:00+00:00,39.6168333333333,-70.8886666666667,,1,2020,1405.07306611327,278.580154855851,52.0096052918306,26.1311369844807,20.0788866730085,10.798330048984,0,0,0
AR43,4,2020-03-13 16:32:00+00:00,39.5175,-70.7461666666667,,1,2020,1436.74918146567,283.721638839846,64.8587186246911,22.0011843076145,30.0380072956259,7.90515829588449,0,0,0
AR43,5,2020-03-14 02:57:00+00:00,39.5933333333333,-70.8081666666667,,1,2020,1550.68645615982,329.811066640456,66.0650046740944,17.9326574503311,24.7233186313036,2.65806275440691,0,0,0
AR43,6,2020-03-14 16:31:00+00:00,39.6423333333333,-70.8558333333333,,1,2020,1774.58153130997,259.203684702529,67.8759738620782,17.2610415123844,9.10789904975897,0,0,0,0
AR43,7,2020-03-15 01:38:00+00:00,39.6805,-70.9618333333333,,1,2020,1801.48505817917,369.7823993555,49.7431123534653,18.8657510656078,24.0963422960599,13.5525190596661,0,0,0
EN655,1,2020-07-25 15:45:46+00:00,41.203,-70.8801666666667,L1,3,2020,788.15507886218,51.2191361177502,51.3568378549375,44.5829602103847,32.7221176360862,10.3907169153567,5.76398205959682,1.17462891969718,0
EN655,2,2020-07-25 17:55:57+00:00,41.0301666666667,-70.8793333333333,L2,3,2020,1893.61107311082,100.284513003336,97.456484680994,68.5870698920928,38.4865412911395,28.9272021475188,40.4388295896217,10.0100430490218,1.93565676638874
EN655,3,2020-07-25 21:37:37+00:00,40.861,-70.8826666666667,L3,3,2020,1699.64835192921,149.316040910082,110.602238087958,66.8345077652879,28.6321184426103,15.7232442409207,4.65377827797833,1.02566973124759,0
EN655,7,2020-07-26 11:06:13+00:00,40.6956666666667,-70.8808333333333,L4,3,2020,2457.74728786103,224.77534965201,176.898877255712,72.5006133438505,31.6680819206449,14.1466484706553,4.30568557443873,1.15909722619915,0
EN655,10,2020-07-26 19:03:43+00:00,40.513,-70.8806666666667,L5,3,2020,2010.4713168126,186.968704070009,220.637298717895,88.1831456957693,20.1275615555689,11.3593482780721,3.80715303758944,0.292679246849851,0
EN655,11,2020-07-27 01:27:35+00:00,40.2243333333333,-70.8793333333333,L7,3,2020,2214.4595328285,75.049393160212,112.224868057216,71.9493484454632,36.3584953760864,10.4423284350217,4.70181595686283,0.0663132054540235,0
EN655,15,2020-07-27 21:15:40+00:00,40.0983333333333,-70.881,L9,3,2020,2077.56705623861,66.1375717615404,68.2859240485392,49.3408291138574,57.3756189588062,21.5446178400768,5.44689355103095,1.39198825209031,0
EN655,16,2020-07-28 01:54:37+00:00,40.3675,-70.8745,L6,3,2020,2313.66772593329,110.637512601245,164.82626308483,103.228295632089,34.6004335555137,8.28344815359021,1.74208667946067,0.155673925469839,0
EN657,1,2020-10-13 17:53:55+00:00,41.2028333333333,-70.8783333333333,L1,4,2020,1161.96982174352,117.6335027205,58.9756437918181,51.5828290641448,24.6239374112912,14.6128773357748,6.29436519555817,2.1680878562964,0.124225256429016
EN657,2,2020-10-14 00:08:15+00:00,40.861,-70.8796666666667,L3,4,2020,2345.78044646747,167.053756920122,71.7659077382333,32.1039731735679,13.313518533616,20.2216682321608,0.895431981301865,0.0479369479928381,0
EN657,5,2020-10-14 13:03:57+00:00,41.0293333333333,-70.8838333333333,L2,4,2020,2231.87875763879,84.6460149615502,46.1262842132638,34.1418014736571,24.7135953959084,16.8050777779129,7.35921943237544,5.84623788215959,0.238662877344067
EN657,6,2020-10-14 18:25:23+00:00,40.6968333333333,-70.888,L4,4,2020,2184.28017881342,205.252816354681,90.6489978321101,31.4848895268488,18.8662128506876,16.3658130029371,11.3279304200129,2.31412061763755,0.332057601281679
EN657,7,2020-10-14 23:14:01+00:00,40.5158333333333,-70.884,L5,4,2020,1394.41496989762,120.549740969019,59.5221729201717,23.1678877782804,18.8455015498334,13.2184466760645,1.98758453847154,1.76386297356196,0.42958691456995
EN657,9,2020-10-15 07:46:08+00:00,39.9348333333333,-70.8783333333333,L10,4,2020,1720.43691871589,160.454007634602,57.9182292786925,25.0367064762898,18.414734716245,8.16441469597994,3.39348134833521,0.655652348485215,0
EN657,11,2020-10-15 13:51:32+00:00,39.7738333333333,-70.9925,d11a,4,2020,1223.80764838232,100.208889444722,33.8605832340667,31.2408002507339,15.862237077732,9.74403368180188,3.03873752202967,0,0
EN657,12,2020-10-15 16:14:22+00:00,39.7725,-70.8821666666667,L11,4,2020,2102.09880479784,170.344348585933,56.4871084549569,33.9382468361279,23.4424244616951,12.3919332347605,4.30724289501292,1.27669346266866,0
EN657,14,2020-10-16 09:41:51+00:00,40.103,-70.8831666666667,L9,4,2020,2095.59833044062,251.578494916798,82.9177268891449,39.7631254005934,39.9266235579136,20.0340006946636,1.42530659802917,0.0793647470631947,0
EN657,15,2020-10-16 11:35:46+00:00,40.1325,-70.7728333333333,L8,4,2020,2256.51846078134,198.670977716806,70.5934984625798,43.9853082216855,21.0734194172708,11.0489512546761,3.76946089862384,0.396850924802364,0
EN657,17,2020-10-16 23:49:38+00:00,40.3585,-70.887,L6,4,2020,1788.38549874895,221.817202482352,100.621457011224,57.2713457265948,32.3331195525461,10.6681336292646,3.01407561693564,0.298608487024045,0
EN657,19,2020-10-17 05:35:07+00:00,40.2238333333333,-70.8738333333333,L7,4,2020,1956.0208119092,194.079189618385,83.7256059370588,30.7276501116249,37.9213527810556,15.7635902666548,1.47881796346868,0.173196421990784,0
EN657,0,2020-10-17 11:10:04+00:00,40.567,-70.9811,,4,2020,133.172296771981,12.3917028385251,6.59399262044411,5.54546039859646,2.88010719252467,3.30111333696042,0,0,0
EN657,20,2020-10-18 01:45:05+00:00,41.3205,-70.5778333333333,MVCO,4,2020,1225.63579757776,274.158856915174,70.5875569076066,60.6917434767726,19.669500803569,13.3044353111476,6.89396267160619,1.69886345260264,0
EN661,1,2021-02-03 18:52:45+00:00,41.199,-70.8806666666667,L1,1,2021,299.161722938793,11.8203536754636,21.9429225735927,36.1558507444698,43.9674815737105,36.7369573874442,13.3886853931574,1.5737121227342,0
EN661,2,2021-02-04 01:50:03+00:00,41.0298333333333,-70.8873333333333,L2,1,2021,1566.33860590164,12.2219957264965,31.3289617099764,44.7795679102985,39.8073219563308,29.4300251193619,13.4139194622446,1.7086520915828,0
EN661,5,2021-02-04 12:57:30+00:00,40.6973333333333,-70.8836666666667,L4,1,2021,1422.40469555664,14.056357407372,23.8868717345312,40.4472425017717,54.6922433392888,46.4098789923935,12.0987818327072,0.469435464280121,2.20192615827502
EN661,6,2021-02-04 15:46:44+00:00,40.5123333333333,-70.8845,L5,1,2021,1766.22579106002,118.114537553116,62.410221097958,66.1561572642925,31.0400769742904,21.2421595747662,11.0061660085031,11.5165644358175,1.97052737327373
EN661,7,2021-02-05 00:48:20+00:00,39.9403333333333,-70.8905,L10,1,2021,2660.09841126028,144.297028625544,90.5157942976741,58.349421843555,36.9179746412427,27.7296347416927,14.0125932507075,3.88557802299961,0
EN661,10,2021-02-05 13:08:01+00:00,39.7723333333333,-70.8815,L11,1,2021,2280.48691582695,127.315982340727,62.1668713285662,35.5546144258502,27.9861671819957,19.8091953705029,7.914921981035,0.731059613096514,0
EN661,12,2021-02-06 16:10:19+00:00,40.8633333333333,-70.8823333333333,L3,1,2021,3559.68660502336,12.6448759936034,13.5801343514622,17.6802254177017,24.187251226626,23.8337265760297,19.8829522810111,2.82928507089118,0.198630627789139
EN661,13,2021-02-06 21:19:21+00:00,41.1635,-70.8926666666667,L1.2,1,2021,448.995784870652,16.5729224930542,28.7457218947356,54.4642558218565,36.7946760442327,41.0249683063392,11.0120644033757,0.586804355579221,0
EN661,14,2021-02-07 00:41:01+00:00,41.3201666666667,-70.5765,MVCO,1,2021,389.802899418656,11.2006141181868,19.4692165357776,57.10611161659,31.1062979412895,25.6100539924206,7.7071481008517,0.725610531900154,0
EN668,1,2021-07-16 18:08:13+00:00,41.1963333333333,-70.885,L1,3,2021,811.171252103289,107.187049158882,110.948815784137,127.817140294756,100.221746672495,25.0744344145297,1.20580666714701,0.357239512738735,0
EN668,2,2021-07-17 04:28:01+00:00,41.0315,-70.8811666666667,L2,3,2021,1423.5549947412,118.784103277772,109.927766618541,81.907298998129,40.8045123309408,12.2688004177997,4.09366628761019,0.886019097452124,0
EN668,5,2021-07-17 13:17:54+00:00,40.6943333333333,-70.8806666666667,L4,3,2021,1749.5151361801,118.702652210262,148.731052051903,75.0690485651398,38.2674013914947,9.47681748583075,2.63903516868838,1.14445855464275,0
EN668,7,2021-07-17 21:55:10+00:00,40.5141666666667,-70.8813333333333,L5,3,2021,1981.45352160028,107.881242919989,104.677971801288,55.8331587500895,58.4053526664335,17.1261501730585,7.072535017306,1.97776148794935,0
EN668,8,2021-07-18 07:09:51+00:00,39.9308333333333,-70.907,L10,3,2021,2763.21405050025,127.118240018213,67.2756851869616,28.791944877649,101.286047816448,42.7120584627562,7.77047990666779,2.10898816026996,0
EN668,11,2021-07-18 16:14:11+00:00,39.7738333333333,-70.88,L11,3,2021,1970.42309026661,114.87517472844,83.3681553941214,47.8387113865565,88.6377259365798,21.3524644939831,3.14980174066951,0.0946972472269663,0
EN668,14,2021-07-19 13:44:36+00:00,40.0973333333333,-70.8846666666667,L9,3,2021,2733.80027256848,98.138950763329,58.3049345963542,47.8352235140465,66.3950045669206,26.7014412645305,4.81881705179506,1.14637783128981,0
EN668,15,2021-07-19 16:44:26+00:00,40.13,-70.768,L8,3,2021,2925.28927189096,136.907063193199,53.6141018278036,30.3565643283442,85.8848436109839,17.3822303123358,5.00815387386353,1.19048129965139,0
EN668,17,2021-07-20 06:00:17+00:00,40.218,-70.8948333333333,L7,3,2021,2936.21051571636,152.609198727363,75.4470178497642,42.5926697987568,59.3372118029558,21.3662100813271,5.13513139725498,0.0534902190146593,0
EN668,18,2021-07-20 09:21:51+00:00,40.3645,-70.8878333333333,L6,3,2021,2154.96109697034,114.391954959846,128.427630128923,57.3677355797401,46.1624764822162,11.9694014873114,8.60588747400352,2.55408947713289,0
EN668,20,2021-07-20 14:45:49+00:00,40.3623333333333,-70.9963333333333,d6a,3,2021,1872.03384129453,49.1002659391989,31.7329356481537,25.8796005981182,31.2347701583504,25.5099870409977,5.83395158297095,0.260344028208661,0
EN668,21,2021-07-21 02:12:35+00:00,40.8613333333333,-70.8858333333333,L3,3,2021,1466.39482563762,100.353512376587,134.313141878331,57.7000508306897,23.6429243900022,12.8341915666221,2.79448103945523,1.50114640218725,0
EN668,25,2021-07-21 11:06:22+00:00,41.3176666666667,-70.579,MVCO,3,2021,944.498935491819,86.5107303441785,101.393177841231,101.157343882506,66.2174423918567,22.3070229120712,6.2874804065359,0,0
AR61B,1,2021-11-08 20:15:31+00:00,41.1963333333333,-70.8833333333333,L1,4,2021,995.617280900492,124.797509296694,105.563126055699,65.2537851105511,34.575665958207,8.25895933444107,2.15566401631935,0.182003833994693,0
AR61B,2,2021-11-08 21:46:30+00:00,41.0286666666667,-70.8871666666667,L2,4,2021,2177.12977524739,153.425871656319,93.0385064182412,81.9227950602541,70.012899357548,18.498065539369,2.36041947443607,0.598044582327989,0
AR61B,3,2021-11-08 23:50:06+00:00,40.8641666666667,-70.8835,L3,4,2021,2382.28555913067,166.812071594513,90.5654609297428,80.6526019701973,63.2218096623859,18.0715219365269,3.38568689354952,1.02937474501989,0
AR61B,4,2021-11-09 01:57:12+00:00,40.6965,-70.8835,L4,4,2021,2496.90295321292,175.041146627206,93.3251206910091,75.0337127455424,60.2960074555662,28.7936814107264,5.94168353568086,2.18457090668615,0
AR61B,5,2021-11-09 04:11:32+00:00,40.5135,-70.8838333333333,L5,4,2021,2856.36050174389,215.451862010059,120.635784833476,65.3152791112993,53.0957501517637,22.377069503984,0,0,0
AR61B,7,2021-11-09 15:29:09+00:00,39.9398333333333,-70.8835,L10,4,2021,1905.05819226356,103.646657935501,66.4640357086795,27.1909645190277,40.2381830130538,20.8159260926723,7.29169271693757,0.376066589114448,2.54986661548368
AR61B,9,2021-11-10 02:43:47+00:00,39.7733333333333,-70.8821666666667,L11,4,2021,2144.40547087943,105.053280007093,44.9777814723526,31.0530628955141,57.0957051903183,24.2751176847557,6.08216230899627,3.87826054425162,0
AR61B,10,2021-11-10 05:39:33+00:00,39.7731666666667,-70.774,u11a,4,2021,1314.83395799667,82.3603928586534,36.7941347948603,23.7021254865458,37.4030648225503,17.1170407035005,3.77334832072104,0.459238753969077,0
AR61B,11,2021-11-10 13:38:30+00:00,40.098,-70.883,L9,4,2021,2013.55829235827,124.947865135092,55.5552029164162,22.9515932611027,29.5964680037529,19.3386273638418,7.73528434436031,0.814352730695091,0
AR61B,12,2021-11-10 21:00:39+00:00,40.1363333333333,-70.7756666666667,L8,4,2021,2322.27760913443,127.847337815927,67.1893738347928,39.1294727240014,57.8920643817586,17.2789345950597,4.11848805140405,0.848482530738427,0
AR61B,17,2021-11-11 05:30:12+00:00,40.2263333333333,-70.8836666666667,L7,4,2021,2050.76061647725,148.077537928672,89.5233960350295,47.8778731532993,47.1501263562261,13.369416965719,5.27233671923978,0.362738408167809,0
AR61B,18,2021-11-11 13:55:57+00:00,40.3636666666667,-70.883,L6,4,2021,3798.60977974803,187.672662371978,140.239910862743,86.201481618388,69.5283312668636,18.5581037112375,11.8567411714327,0.794631780196517,0
AR61B,32,2021-11-14 17:32:22+00:00,40.227,-70.883,L7,4,2021,2688.50913479312,129.00931858668,85.0514118793425,67.6037583764215,71.1830448473904,15.558728999536,6.15961154191906,0.882782397622941,0.85801319310218
AT46,1,2022-02-16 18:25:02+00:00,41.1968333333333,-70.8831666666667,L1,1,2022,408.162670080324,28.4171121210634,17.5143291531273,33.2158843000354,44.1914781835564,19.6253944129307,7.44509663408036,0.0673021599023501,0
