cruise,station,cast,sample_name,DateUTC,Time_start_UTC,Time_end_UTC,lat,lon,depth_bottom,depth_target,avg_angle,depth_TDR,FlowMeterSerial_335,FlowStart_335,FlowEnd_335,TotFlow_335,Vol_Filtered_m3_335,NOAA_335,DNA_335,FlowMeterSerial_150,FlowStart_150,FlowEnd_150,TotFlow_150,Vol_Filtered_m3_150,MorphID_150,DNA_150,SizeFract_150,TaxaPick_150,EtOHchanged,Comments
EN712,L2,17,EN712_L2_B17,240213,05:11:00,05:17:00,41.02615,-70.8871,46,41,30,39,29914,366595,376412,9817,74.59116543,Y,Y,29913,128405,137368,8963,68.10233429,Y,Y,Y,Y,Y,"removed large krill, chaetognaths, phytoplankton that would not fit in the 1000um SIA jar"
EN712,L3,16,EN712_L3_B16,240213,03:15:00,03:22:00,40.86436,-70.8918,55,50,35,NA,29914,352862,366588,13726,104.2923843,Y,Y,29913,115456,128411,12955,98.43420069,Y,Y,Y,Y,Y,TDR did not record; lots of chaetognaths and phytoplankton that wouldnt fit in size fraction jars
EN712,L4,15,EN712_L4_B15,240212,09:21:00,09:29:00,40.69464,-70.8936,64,58,30,52,29914,340852,352860,12008,91.2387404,Y,Y,29913,103999,115459,11460,87.07494711,Y,Y,Y,Y,Y,NA
EN712,L5,2,EN712_L5_B2,240210,04:47:00,05:03:00,40.51013,-70.8823,78,73,35,71,29914,118716,146202,27486,208.8431061,Y,Y,29913,7971,34389,26418,200.7282681,Y,Y,Y,Y,240210,100um size fractions also includes >200 um forgot to pour through sieve before pouring into 100
EN712,L6,5,EN712_L6_B5,240210,10:17:00,10:30:00,40.36014,-70.8774,95,90,35,90,29914,NA,NA,NA,NA,N,N,29913,NA,NA,NA,NA,N,N,N,N,NA,touched bottom and collected a lot of silty sediment - not processed
EN712,L7,6,EN712_L7_B6,240210,12:30:00,12:44:00,40.253,-70.8798,123,118,30,100,29914,165510,188580,23070,175.2896187,Y,Y,29913,45986,50766,4780,36.31921878,Y,Y,Y,Y,240211,NA
EN712,L8,12,EN712_L8_B12,240212,02:30:00,02:43:00,40.16061,-70.9078,140,135,25,NA,29914,330924,340849,9925,75.41176703,Y,Y,29913,92969,104003,11034,83.83812971,Y,Y,Y,Y,Y,TDR did not record
EN712,L9,11,EN712_L9_B11,240211,22:42:00,23:03:00,40.04169,-70.9032,213,200,40,207,29914,292968,330926,37958,288.4110683,Y,Y,29913,84583,92969,8386,63.71819428,Y,Y,Y,Y,240212,accidentally collected the 100um size fraction from the 200 um sieve
EN712,L10,7,EN712_L10_B7,240211,04:34:00,04:59:00,39.92963,-70.8901,463,200,35,184,29914,188587,229160,40573,308.2802643,Y,Y,29913,50767,74941,24174,183.6779905,Y,Y,Y,Y,240212,lots of salps in sample wouldnt fit into the size fractionated jars; hardly any sample between 500-1000um and 500-200 um from 150um net
EN712,L11,10,EN712_L11_B10,240211,11:11:00,11:42:00,39.75073,-70.9092,1733,200,45,19.5,29914,229158,292971,63813,484.8615707,Y,Y,29913,74917,84583,9666,73.44384283,Y,Y,Y,Y,240212,not much sample for 100um size fraction (20 um net)
EN712,MVCO,20,EN712_MVCO_B20,240213,12:08:00,12:12:00,41.31265,-70.5791,19,14,35,8.6,29914,376195,389861,13666,103.8364945,Y,Y,29913,137402,152013,14611,111.0167585,Y,Y,Y,Y,Y,not much sample for 100um size fraction (20 um net)
EN715,L1,1,EN715_L1_B1,240503,18:14:00,18:20:00,41.207722,-70.891577,25,20,40,11.7,29914,399598,410832,11234,85.35776229,Y,Y,29913,160788,171321,10533,80.03145008,Y,Y,Y,Y,Y,"There was miss communication with winch. We wanted wire out 26m, but she only went to 22 m wire out. Seaweed and feathers pulled from sample before splitting."
EN715,L2,2,EN715_L2_B2,240504,04:25:00,04:38:00,41.037203,-70.885152,43,38,25,35.3,29914,410830,422635,11805,89.69631332,Y,Y,29913,171312,182426,11114,84.44598274,Y,Y,Y,Y,Y,"The ring net got tangled at deployment, so we had to pull the nets out of the water to fix it. This took about 5 minutes."
EN715,L3,3,EN715_L3_B3,240506,19:45:00,19:52:00,40.876593,-70.891842,55,45,40,43.43,29914,662925,675656,12731,96.73221219,Y,Y,29913,382148,394133,11985,91.06398265,Y,Y,Y,Y,Y,"Our target depth was 10m above bottom depth, instead of the usual 5m off the bottom. There was very little sample for 100 um size fraction."
EN715,L4,5,EN715_L4_B5,240504,10:18:00,10:25:00,40.697655,-70.883973,66,61,30,59.55,29914,422641,432302,9661,73.40585201,Y,Y,29913,182425,191545,9120,69.29524587,Y,Y,Y,Y,Y,NA
EN715,L5,6,EN715_L5_B6,240504,15:44:00,15:54:00,40.526188,-70.886235,74,68,35,72.26,29914,447394,462234,14840,112.7567378,Y,Y,29913,204252,218326,14074,106.936545,Y,Y,Y,Y,Y,"We hit bottom on the first deployment, but we were able to run bongo again."
EN715,L6,13,EN715_L6_B13,240506,05:13:00,05:26:00,40.366803,-70.867563,94,89,45,81.9,29914,557026,614690,57664,438.1404669,Y,Y,29913,310000,346205,36205,275.0914887,Y,Y,Y,Y,Y,"We hit bottom on the first deployment, but we were able to run bongo again. Flowmeter reading includes start of 1st deployment until end of 2nd deployment, so flowmeter reading is off."
EN715,L7,19,EN715_L7_B19,240507,09:15:00,09:27:00,40.25612,-70.8792,123,118,35,118.4,29914,726231,746162,19931,151.4389852,Y,Y,29913,440437,457858,17421,132.3675963,Y,Y,Y,Y,NA,NA
EN715,L8,14,EN715_L8_B14,240506,07:55:00,08:07:00,40.1426,-70.874035,139,133,30,137.13,29914,643612,662928,19316,146.766115,Y,Y,29913,365405,382162,16757,127.3224161,Y,Y,Y,Y,Y,"We hit bottom on the first deployment, but we were able to run bongo again. TDR was tested on CTD cast. CTD = 135.7m and TDR = 132.7m, so there is a 3m offset on TDR readings."
EN715,L9,18,EN715_L9_B18,240507,06:30:00,07:02:00,40.042785,-70.882767,209,190,45,169.8,29914,675654,726224,50570,384.2390991,Y,Y,29913,394135,440426,46291,351.7265599,Y,Y,Y,Y,NA,"Our target depth was 10m above bottom depth, instead of the usual 5m off the bottom."
EN715,L10,7,EN715_L10_B7,240505,08:19:00,08:46:00,39.941808,-70.882453,446,200,50,221.54,29914,462233,515566,53333,405.2328233,Y,Y,29913,218324,269806,51482,391.1686237,Y,Y,Y,Y,Y,There were a lot of salps in both 335 and 150 um nets. The total amount sampled was 5.6 L for 335 um net and 5.85L for 150 um net. A subsample of 500mL was taken from each net to then be split as usual.
EN715,L11,10,EN715_L11_B10,240505,13:26:00,13:50:00,39.775032,-70.882598,1582,200,45,219.8,29914,515575,557031,41456,314.9894422,Y,Y,29913,269849,309997,40148,305.0510451,Y,Y,Y,Y,Y,NA
EN715,MVCO,23,EN715_MVCO_B23,240508,05:11:00,05:14:00,41.314563,-70.577227,18,13,50,6.6,29914,746168,759270,13102,99.55113064,Y,Y,29913,457862,470482,12620,95.88881611,Y,Y,Y,Y,NA,NA
HRS2303,MVCO,1,HRS2303_MVCO_B1,230429,11:57:00,12:01:00,41.32037,-70.5791,20,16,30,12,NA,NA,NA,NA,NA,Y,Y,29913,192314,197782,5468,41.54675487,Y,Y,Y,Y,230502,missing flowmeter numbers for 335um net; fast haul in; white pieces in 335um sample that appear to be pieces from the net itself; tdr collected data every 2 mins instead of every sec
HRS2303,L1,2,HRS2303_L1_B2,230502,20:23:00,20:29:00,41.19721,-70.8848,20,18,25,18.5,29914,239782,251570,11788,89.56714455,Y,Y,29913,206114,217477,11363,86.33792531,Y,Y,Y,Y,230504,"flowmeter values suspect - a lot of wind, saw flowmeters spinning notstop at net was being deployed"
HRS2303,L2,12,HRS2303_L2_B12,230505,02:11:00,02:17:00,41.02982,-70.8835,40,35,25,38,29914,508686,517002,8316,63.18632288,Y,Y,29913,468394,476020,7626,57.94359046,Y,Y,Y,Y,Y,rate out 30m/min; rate in 12m/min; wire out 40m
HRS2303,L3,11,HRS2303_L3_B11,230504,23:20:00,23:28:00,40.85755,-70.8905,50,50,25,41,29914,496695,508693,11998,91.16275877,Y,Y,29913,456667,468397,11730,89.1264511,Y,Y,Y,Y,Y,lost 5mL of 150um sample
HRS2303,L4,10,HRS2303_L4_B10,230504,19:15:00,19:23:00,40.69435,-70.894,60,55,NA,53,29914,489564,496700,7136,54.22049063,Y,Y,29913,444122,456648,12526,95.17458879,Y,Y,Y,Y,Y,335 um cod end was tangled around frame upon retrieval; deployment of nets was normal with both bongo cod ends looking cod so must've gotten tangled underwater
HRS2303,L5,3,HRS2303_L5_B3,230503,04:50:00,04:58:00,40.51493,-70.8816,75,72,15,73,29914,251562,265831,14269,108.4181868,Y,Y,29913,217503,231028,13525,102.7651536,Y,Y,Y,Y,230504,small fish (sand lance?) in 335um
HRS2303,L6,9,HRS2303_L6_B9,230504,14:29:00,14:48:00,40.36574,-70.883,85,80,40,60,29914,463827,489566,25739,195.5691155,Y,Y,29913,419798,444127,24329,184.8557058,Y,Y,Y,Y,230505,wire out 104m; tdr didnt record every second
HRS2303,L7,4,HRS2303_L7_B4,230503,09:11:00,09:21:00,40.25838,-70.887,121,115,20,75,29914,265826,278157,12331,93.69294702,Y,Y,29913,231011,241945,10934,83.07831342,Y,Y,Y,Y,230504,big organisms in 150 um sample that didn’t fit in size fractions tubes; tdr didnt record every second
HRS2303,L8,5,HRS2303_L8_B5,230503,11:37:00,11:52:00,40.1521,-70.8803,138,133,40,115,29914,278156,307494,29338,222.9149039,Y,Y,29913,241948,269931,27983,212.6193931,Y,Y,Y,Y,230504,big organisms in 150 um sample that didn’t fit in size fractions tubes; tdr didnt record every second
HRS2303,L9,6,HRS2303_L9_B6,230503,14:05:00,15:36:00,40.03407,-70.8959,207,200,55,182,29914,307516,376395,68879,523.3538641,Y,Y,29913,269933,335890,65957,501.152032,Y,Y,Y,Y,230503,NA
HRS2303,L10,7,HRS2303_L10_B7,230503,19:35:00,19:55:00,39.94671,-70.8836,470,200,25,146,29914,376411,419052,42641,323.9932653,Y,Y,29913,335876,376551,40675,309.055277,Y,Y,Y,Y,230503,30m/min rate out; 20m/min rate in; 220m wire out
HRS2303,L11,8,HRS2303_L11_B8,230504,00:22:00,00:41:00,39.76683,-70.8897,1500,200,25,115,29914,419059,463806,44747,339.9949964,Y,Y,29913,376557,419801,43244,328.5749575,Y,Y,Y,Y,Y,removed 13 large salps from taxa picking samples; filled jar with representative sample; 2 myctophids saved on separate small jar
