cruise,station,cast,sample_name,DateUTC,Time_start_UTC,Time_end_UTC,lat,lon,depth_bottom,depth_target,avg_angle,depth_TDR,FlowMeterSerial_335,FlowStart_335,FlowEnd_335,TotFlow_335,Vol_Filtered_m3_335,NOAA_335,DNA_335,FlowMeterSerial_150,FlowStart_150,FlowEnd_150,TotFlow_150,Vol_Filtered_m3_150,MorphID_150,DNA_150,SizeFract_150,TaxaPick_150,EtOHchanged,Comments
EN608,MVCO,30,EN608_MVCO_B30,180205,00:25:00,07:40:00,41.3201,-70.5718,17,14,NA,14,28517,872927,881921,8994,68.33787734,Y,Y,28519,817104,823745,6641,50.45939998,Y,Y,Y,Y,NA,NA
EN617,L1,1,EN617_L1_B1,180720,18:45:00,18:53:00,41.20333,-70.887,23,18,45,NA,28769,229540,242735,13195,100.2577598,Y,Y,28770,292938,307531,14593,110.8799916,Y,Y,Y,Y,NA,"For this entire cruise, using different winch from last cruise, and it doesn't have a wire out or speed reading. Yay. Had to mark off wire lengths with tape. All casts had same/similar speeds up and down. For this cast, speed was about 8m/min. Based on TDR data, we didn't attach it, but I swear I did (I didn't offload the data and didn't realize there were no data showing a cast until later in the cruise--it worked for the rest of the casts.)"
EN617,L2,2,EN617_L2_B2,180720,22:13:00,22:25:00,41.03478,-70.8754,46,41,40,35.2,28769,242781,259571,16790,127.5731555,Y,Y,28770,307532,325943,18411,139.8897776,Y,Y,Y,Y,NA,Wire in/out speed ~8m/min
EN617,L3,5,EN617_L3_B5,180721,07:34:00,07:46:00,40.86585,-70.8825,50,45,50,49.7,28769,259588,270914,11326,86.05679328,Y,Y,28770,325957,338126,12169,92.46204463,Y,Y,Y,Y,NA,Wire speed ~15 m/min
EN617,L4,8,EN617_L4_B8,180721,15:39:00,15:49:00,40.70603,-70.8715,65,60,45,62,28769,270924,279987,9063,68.86215058,Y,Y,28770,338121,351324,13203,100.3185451,Y,Y,Y,Y,NA,"Wire speed 20 down, 17 up. 20-100um size fraction lost"
EN617,L5,9,EN617_L5_B9,180721,18:04:00,18:17:00,40.5224,-70.8727,76,71,40,62,28769,279972,299832,19860,150.8995157,Y,Y,28770,351329,373301,21972,166.9468358,Y,Y,Y,Y,NA,Wire speed ~18 up and down
EN617,L6,12,EN617_L6_B12,180722,02:50:00,03:04:00,40.37543,-70.8851,91,86,35,80,28769,299820,313194,13374,101.617831,Y,Y,28770,373306,388644,15338,116.5406229,Y,Y,Y,Y,NA,NA
EN617,L7,13,EN617_L7_B13,180722,05:52:00,06:07:00,40.23185,-70.886,124,119,35,106,28769,313194,338628,25434,193.2516758,Y,Y,28770,388653,416822,28169,214.0326514,Y,Y,Y,Y,NA,NA
EN617,L8,14,EN617_L8_B14,180722,07:42:00,07:56:00,40.14222,-70.7665,132,127,35,121,28769,338624,358585,19961,151.6669301,Y,Y,28770,416816,438905,22089,167.8358208,Y,Y,Y,Y,NA,up at 20m/min
EN617,L9,17,EN617_L9_B17,180722,19:03:00,19:18:00,40.0996,-70.8742,147,142,45,115,28769,358580,377273,18693,142.0324595,Y,Y,28770,438888,461026,22138,168.2081308,Y,Y,Y,Y,NA,NA
EN617,L10,18,EN617_L10_B18,180722,22:38:00,22:55:00,39.94373,-70.8702,161,156,45,167,28769,377259,403950,26691,202.8025666,Y,Y,28770,461024,492198,31174,236.865131,Y,Y,Y,Y,NA,"Crazy keeping track of measurements on wire, ship speed all over the place. Not sure how it went deeper than the bottom depth, unless we headed toward deeper water and got lucky. No mud in net."
EN617,L11,21,EN617_L11_B21,180723,14:44:00,15:04:00,39.77132,-70.8765,1687,200,25,168,28769,403965,425655,21690,164.8041538,Y,Y,28770,492107,519081,26974,204.9528467,Y,Y,Y,Y,NA,"~215 m of wire out (bad measurement, probably--JKL)"
EN617,L11,25A,EN617_L11_B25A,180724,08:20:00,08:50:00,39.76848,-70.8566,1598,10,45,11,28769,425815,471626,45811,348.0794417,N,N,28770,519088,570694,51606,392.1107959,N,N,N,N,NA,"For flow meter calibration (and bluefin larvae). Tow-yo to 10 m for at least a nm and bridge marked when net in and out. First tow (A) in one direction and second tow (B) in opposite direction. Distance of this tow was 1.099 nm, which is 2035 m. BUT, as I was putting all the numbers together, I realized that the 2nd tow was throwing things off, and it was because they towed with the wind and much faster through the water than the more typical tow (which tow A was). So we're scrapping the calibration from these stations and will tow for a known distance at MVCO (just once because of little current)."
EN617,L11,25B,EN617_L11_B25B,180724,09:16:00,09:53:00,39.76143,-70.8428,1830,10,45,18,28769,471626,561001,89375,679.0858114,N,N,28770,570694,648345,77651,590.0049492,N,N,N,N,NA,flowmeter calibration
EN617,MVCO,35,EN617_MVCO_B35,180725,01:41:00,01:45:00,41.3223,-70.5752,17,12,45,14,28769,560996,569225,8229,62.52528271,Y,Y,28770,648348,657166,8818,67.00060067,Y,Y,Y,Y,NA,NA
EN617,MVCO,35B,EN617_MVCO_B35B,180725,NA,NA,41.31645,-70.5585,17,10,45,NA,28769,569225,632748,63523,482.6581035,N,N,28770,657166,692509,35343,268.5418722,N,N,N,N,NA,Calibration tow (sample not kept). Again the 335 count was higher. But this time the 150 was so low (half the 335) that something must have made it get stuck.
EN627,L1,44,EN627_L1_B44,190206,02:03:00,02:08:00,41.19361,-70.8818,22,18,45,20,28770,450257,459969,9712,73.79335832,Y,Y,28769,574284,584117,9833,74.71273604,Y,Y,Y,Y,NA,sand lance removed; frozen in baggie
EN627,L2,7,EN627_L2_B7,190202,08:31:00,08:37:00,41.0226,-70.8842,46,41,35,33,28770,319371,323022,3651,27.74089284,Y,Y,28519,977698,991511,13813,104.9534245,Y,Y,Y,Y,190204,"there will be 4 drops on TDR. attempt 1, whinch calibration, bongo 7 (sample), bongo 8 sample). no time between 7 and 8 to remove TDR. 335 um net some sand remained from previous aborted sample despite having multiple rinses. 150 um net seems like a lot of sample, lots of color even when split."
EN627,L3,8,EN627_L3_B8,190202,10:43:00,11:04:00,40.8625,-70.8819,56,50,45,43,28770,323010,324303,1293,9.824424661,Y,Y,28519,991514,3638,12123,92.11252913,Y,Y,Y,Y,190204,TDR data in file for B7 no time to remove and start new. long pause at bottom 1min
EN627,L4,12,EN627_L4_B12,190202,20:35:00,20:45:00,40.69489,-70.8718,60,60,45,67,28770,324978,341118,16140,122.6343496,Y,Y,28769,333731,361818,28087,213.4096021,Y,Y,Y,Y,190204,NA
EN627,L5,40,EN627_L5_B40,190205,19:24:00,19:33:00,40.5121,-70.886,76,70,45,64,28770,428649,429118,469,3.563538412,Y,Y,28769,557884,573477,15593,118.4781545,Y,Y,Y,Y,NA,NA
EN627,L6,16,EN627_L6_B16,190202,11:34:00,11:45:00,40.36438,-70.893,95,90,40,77,28770,622988,626858,3870,29.40489052,Y,Y,28769,361774,384486,22712,172.5694763,Y,Y,Y,Y,190204,port flowmeter taken apart before thi cast
EN627,L7,17,EN627_L7_B17,190203,14:31:00,14:50:00,40.22749,-70.8892,127,115,35,94,28770,626959,634328,7369,55.99086259,Y,Y,28769,384493,392127,7634,58.00437577,Y,Y,Y,Y,190204,paused 1 min out at 123m. pillboy diatoms escaped 335 um ne and were capture on 200 um sieve. extra 2 minutes near surface because we had to haul back the net to unwrap the 20 um ring net. 20 um ring net was replete with pillbox diatoms. 150 um net had a lot of sample. slight spill 5ml of 2nd 1/2 of 150um split of DNA and MorphID samples.
EN627,L8,19,EN627_L8_B19,190203,18:56:00,19:12:00,40.12047,-70.7666,135,130,45,132,28770,661338,673688,12350,93.83731212,Y,Y,28769,416178,430707,14529,110.3937091,Y,Y,Y,Y,190204,re did tow after hitting bottom. 2nd cast 145 wire out at 45 degree angle 103m target.
EN627,L9,22,EN627_L9_B22,190204,02:48:00,03:06:00,40.10469,-70.8786,148,110,50,116,28770,348247,348573,326,2.477001113,Y,Y,28769,437456,469960,32504,246.9706877,Y,Y,Y,Y,190204,"flowmeter taken apart before tow to fix. wire out 170m. sent down initially but no winch readout. pulled out, rinsed, fixed, deployed"
EN627,L10,24,EN627_L10_B24,190204,07:39:00,08:04:00,39.9382,-70.8848,448,200,40,196.4,28770,348579,384822,36243,275.3802189,Y,Y,28769,469964,473220,3256,24.73961848,Y,Y,Y,Y,190205,wire out 250m. 20 um net bioluminescence. 150 um was full of pillbox diatoms (cosscinodiscus). salp and pheronima seen went into NOAA split.
EN627,L11,25,EN627_L11_B25,190204,10:36:00,11:13:00,39.77296,-70.884,1600,200,55,167,28770,384819,392016,7197,54.68397857,Y,Y,28769,473220,509244,36024,273.7162212,Y,Y,Y,Y,NA,"bongo first, before CTD or up/downstream. at surface for 3+ min while 20 um was untwisted. samples frothy, very smelly, loads of diatoms, very challenging to filter over 20 um sieve. under scope we see more ceratine than previous samples"
EN627,MVCO,45,EN627_MVCO_B45,190206,04:40:00,04:44:00,41.3182,-70.5748,17,13,45,17,28770,459968,467989,8021,60.94486482,Y,Y,28769,584116,591843,7727,58.71100492,Y,Y,Y,Y,NA,no sand in sample
EN627,u11c,29,EN627_Lu11c_B29,190205,03:38:00,04:09:00,39.78149,-70.527,1627,200,45,231,28770,423427,428209,4782,36.3344151,Y,Y,28769,532013,557823,25810,196.1085851,Y,Y,Y,Y,NA,300 m wire out
EN644,L1,1,EN644_L1_B1,190820,20:19:00,20:23:00,41.1934,-70.8845,21,16,40,19,28769,262262,271642,9380,71.27076823,Y,Y,28770,514713,522349,7636,58.01957209,Y,Y,Y,Y,NA,rebuilt flowmeter 28769 prior to tow and got it spinning well. drilling out the little hole in cap that the metal bar sits in fixed it.
EN644,L2,2,EN644_L2_B2,190821,00:00:00,00:10:00,41.0276,-70.8794,47,43,37,46,28769,271643,286703,15060,114.4283336,Y,Y,28770,522347,532893,13532.916,102.8253006,Y,Y,Y,Y,NA,"TDR reading 4m at the surface and we didnt hit bottom, so must be an offset all the way down switched to C9446 before rest of cruise. fixed 150 um flowmeter with correction factor"
EN644,L3,5,EN644_L3_B5,190821,08:15:00,08:52:00,40.8648,-70.8748,55,50,45,41,28769,286699,310266,23567,179.0659056,Y,Y,28770,532893,546702,21177.3062,160.9086228,Y,Y,Y,Y,NA,C9947 TDR also has an offset 5.6 m. will test both on CTD. fixed 150 um flowmeter with correction factor
EN644,L4,23,EN644_L4_B23,190824,04:53:00,05:01:00,40.6955,-70.888,67,55,30,63,28769,578068,589238,11170,84.87147987,Y,Y,28770,384929,395089,10160,77.19733531,Y,Y,Y,Y,NA,NA
EN644,L5,22,EN644_L5_B22,190824,03:21:00,03:29:00,40.5178,-70.8856,77,68,40,66,28769,563681,578062,14381,109.269181,Y,Y,28770,371368,384917,13549,102.9475095,Y,Y,Y,Y,NA,fixed 5m offset of TDRs so should be good now
EN644,L6,7,EN644_L6_B7,190821,21:12:00,21:25:00,40.3441,-70.875,97,90,55,89,28769,312720,338793,26073,198.1069019,Y,Y,28770,546716,573688,26972,204.9376504,Y,Y,Y,Y,NA,wire 20 um min up and down wire out 140m
EN644,L7,8,EN644_L7_B8,190822,02:51:00,03:05:00,40.2217,-70.8846,128,120,45,111,28769,338792,374373,35581,270.350235,Y,Y,28770,573687,606850,33163,251.9778771,Y,Y,Y,Y,NA,wire sped 20m/min; wire out 170m; tore small net. still had a sample but not usable for future tows.
EN644,L8,9,EN644_L8_B9,190822,05:31:00,NA,40.1212,-70.7736,NA,NA,NA,NA,28769,NA,NA,NA,NA,N,N,28770,NA,NA,NA,NA,N,N,N,N,NA,deployed and recovered without sample. too rought to put out again
EN644,L9,18,EN644_L9_B18,190823,16:18:00,16:30:00,40.1152,-70.8848,145,120,40,122,28769,423368,452695,29327,222.8313241,Y,Y,28770,345998,371379,25381,192.8489732,Y,Y,Y,Y,NA,now have 20um net back on (repaired with tape). wire speed 20. wire out target 157m. 3rd attempt to not hit bottom here. got a sample.
EN644,L10,13,EN644_L10_B13,190822,17:47:00,18:15:00,39.9319,-70.8849,463,200,NA,218,28769,457151,493898,36747,279.209693,Y,Y,28770,678146,688109,33020.8542,250.8978301,Y,Y,Y,Y,NA,fixed 150 um flowmeter with correction factor
EN644,L11,17,EN644_L11_B17,190823,03:07:00,03:30:00,39.762,-71.0547,1400,200,NA,203,28769,493871,534484,40613,308.5841909,Y,Y,28770,306731,345998,39267,298.3570636,Y,Y,Y,Y,NA,"rebuilt flowmeter 28770 prior to this cast. been too low for several casts, but wasnt really stiff, but did make it smoother"
EN644,MVCO,29,EN644_MVCO_B29,190825,04:43:00,04:47:00,41.3175,-70.5854,20,15,40,13,28769,586960,594616,7656,58.17153535,Y,Y,28770,391248,396793,5545,42.13181342,Y,Y,Y,Y,NA,"lots of ctenophores, did our best to remove them, not included in size frac either"
EN649,L1,1,EN649_L1_B1,200201,18:48:00,18:53:00,41.2087,-70.8935,25,20,35,20,28769,845550,846206,7920,60.17745036,Y,Y,28770,640118,648038,7920,60.17745036,Y,Y,Y,Y,200204,corrected 335 flowmeter value; observed 29m edpth whe net at full wire out 22m. new 20um net deployed above bong. 335 few ctenophores kept with sample. 150 couple jellies again.
EN649,L2,5,EN649_L2_B5,200202,09:16:00,09:28:00,41.0319,-70.8913,47,42,40,44,28769,878964,899276,20312,154.3338853,Y,Y,28770,653068,675629,22561,171.4221537,Y,Y,Y,Y,200204,ctenophores present 150um. many chatognaths. 100-200 fraction had less material than the 20-100 fraction.
EN649,L3,6,EN649_L3_B6,200202,12:40:00,12:52:00,40.8632,-70.8917,56,51,45,46,28769,899274,922408,23134,175.7759011,Y,Y,28770,675613,699178,23565,179.0507093,Y,Y,Y,Y,200204,54 m bottom depth mid tow. very foamy sample both 150 and 335 um - picture available.
