"cruise","station","cast","datetime_utc","day_night","sample_split_factor","volume_ml","zoo_aliquot","haul_factor","taxa_code","taxa_name","conc_10m2","zooplankton_count","totcnt","primary_flag","secondary_flag"
"EN608","L2","4","2018-02-01 06:24:59","Night",0.75,28.28,128,4.26819008663632,131,"Harpacticoida",0,0,547,1,NA
"EN608","L2","4","2018-02-01 06:24:59","Night",0.75,28.28,128,4.26819008663632,4025,"Labidocera",0,0,547,1,NA
"EN608","L2","4","2018-02-01 06:24:59","Night",0.75,28.28,128,4.26819008663632,138,"Oithona",2185.3133243578,3,547,1,NA
"EN608","L2","4","2018-02-01 06:24:59","Night",0.75,28.28,128,4.26819008663632,191,"Oncaea",0,0,547,1,NA
"EN608","L2","4","2018-02-01 06:24:59","Night",0.75,28.28,128,4.26819008663632,4100,"Rhincalanus",0,0,547,1,NA
"EN608","L2","4","2018-02-01 06:24:59","Night",0.75,28.28,128,4.26819008663632,4066,"Scolecitrichidae",0,0,547,1,NA
"EN608","L2","4","2018-02-01 06:24:59","Night",0.75,28.28,128,4.26819008663632,153,"Temora stylifera",0,0,547,1,NA
"EN608","L2","4","2018-02-01 06:24:59","Night",0.75,28.28,128,4.26819008663632,4094,"Temora turbinata",0,0,547,1,NA
"EN608","L2","4","2018-02-01 06:24:59","Night",0.75,28.28,128,4.26819008663632,198,"Paracalanidae",0,0,547,1,NA
"EN608","L2","4","2018-02-01 06:24:59","Night",0.75,28.28,128,4.26819008663632,2101,"Balanidae",2913.75109914373,4,547,1,NA
"EN608","L2","4","2018-02-01 06:24:59","Night",0.75,28.28,128,4.26819008663632,1300,"Bivalvia",9469.69107221712,13,547,1,NA
"EN608","L2","4","2018-02-01 06:24:59","Night",0.75,28.28,128,4.26819008663632,2350,"Cnidaria",0,0,547,1,NA
"EN608","L2","4","2018-02-01 06:24:59","Night",0.75,28.28,128,4.26819008663632,1500,"Echinodermata",0,0,547,1,NA
"EN608","L2","4","2018-02-01 06:24:59","Night",0.75,28.28,128,4.26819008663632,900,"Ectoprocta",728.437774785932,1,547,1,NA
"EN608","L2","4","2018-02-01 06:24:59","Night",0.75,28.28,128,4.26819008663632,3900,"Foraminifera",0,0,547,1,NA
"EN608","L2","4","2018-02-01 06:24:59","Night",0.75,28.28,128,4.26819008663632,1100,"Gastropoda",728.437774785932,1,547,1,NA
"EN608","L2","4","2018-02-01 06:24:59","Night",0.75,28.28,128,4.26819008663632,701,"Oikopleura",0,0,547,1,NA
"EN608","L2","4","2018-02-01 06:24:59","Night",0.75,28.28,128,4.26819008663632,3600,"Ostracoda",0,0,547,1,NA
"EN608","L2","4","2018-02-01 06:24:59","Night",0.75,28.28,128,4.26819008663632,611,"Penilia avirostris",0,0,547,1,NA
"EN608","L2","4","2018-02-01 06:24:59","Night",0.75,28.28,128,4.26819008663632,2500,"Polychaeta",0,0,547,1,NA
"EN608","L2","4","2018-02-01 06:24:59","Night",0.75,28.28,128,4.26819008663632,218,"Sagitta",66287.8375055198,91,547,1,NA
"EN608","L2","4","2018-02-01 06:24:59","Night",0.75,28.28,128,4.26819008663632,1800,"Siphonophora",0,0,547,1,NA
"EN608","L2","4","2018-02-01 06:24:59","Night",0.75,28.28,128,4.26819008663632,3400,"Thaliacea",0,0,547,1,NA
"EN608","L2","4","2018-02-01 06:24:59","Night",0.75,28.28,128,4.26819008663632,5100,"Phoronida",0,0,547,1,NA
"EN608","L2","4","2018-02-01 06:24:59","Night",0.75,28.28,128,4.26819008663632,3300,"Heteropoda",0,0,547,1,NA
"EN608","L2","4","2018-02-01 06:24:59","Night",0.75,28.28,128,4.26819008663632,148,"Acartia danae",0,0,547,1,NA
"EN608","L2","4","2018-02-01 06:24:59","Night",0.75,28.28,128,4.26819008663632,4061,"Aetideidae",0,0,547,1,NA
"EN608","L2","4","2018-02-01 06:24:59","Night",0.75,28.28,128,4.26819008663632,142,"Calanoida",0,0,547,1,NA
"EN608","L2","4","2018-02-01 06:24:59","Night",0.75,28.28,128,4.26819008663632,4129,"Calocalanus",0,0,547,1,NA
"EN608","L2","4","2018-02-01 06:24:59","Night",0.75,28.28,128,4.26819008663632,133,"Centropages",0,0,547,1,NA
"EN608","L2","4","2018-02-01 06:24:59","Night",0.75,28.28,128,4.26819008663632,4045,"Corycaeidae",0,0,547,1,NA
"EN608","L2","4","2018-02-01 06:24:59","Night",0.75,28.28,128,4.26819008663632,130,"Cyclopoida",0,0,547,1,NA
"EN608","L2","4","2018-02-01 06:24:59","Night",0.75,28.28,128,4.26819008663632,4007,"Lucicutia",0,0,547,1,NA
"EN608","L2","4","2018-02-01 06:24:59","Night",0.75,28.28,128,4.26819008663632,4108,"Neocalanus",0,0,547,1,NA
"EN608","L2","4","2018-02-01 06:24:59","Night",0.75,28.28,128,4.26819008663632,4057,"Pleuromamma",0,0,547,1,NA
"EN608","L2","4","2018-02-01 06:24:59","Night",0.75,28.28,128,4.26819008663632,176,"Pleuromamma borealis",728.437774785932,1,547,1,NA
"EN608","L2","4","2018-02-01 06:24:59","Night",0.75,28.28,128,4.26819008663632,4013,"Pseudocalanidae",0,0,547,1,NA
